Shipment_ID,Order_ID,Dispatch_Date,Delivery_Date,Carrier,Delivery_Status,Delay_Days,,,,,,,,,
931,40666,7/11/2025,7/25/2025,FedEx,Delivered,6,,,,,,,,,
932,37101,10/9/2025,10/16/2025,DHL,Delayed,-1,,,,,,,,,
933,18039,1/21/2025,1/28/2025,DHL,Delayed,2,,,,,,,,,
934,12830,2/16/2024,3/1/2024,DHL,Delayed,5,,,,,,,,,
935,42752,1/3/2025,1/20/2025,FedEx,Delayed,7,,,,,,,,,
936,29557,3/16/2024,3/25/2024,Delhivery,Delivered,6,,,,,,,,,
937,26643,12/10/2025,12/23/2025,BlueDart,Delayed,6,,,,,,,,,
938,31675,4/1/2025,4/9/2025,DHL,Delayed,4,,,,,,,,,
939,2765,11/18/2024,11/28/2024,BlueDart,In Transit,7,,,,,,,,,
940,17911,10/23/2025,10/30/2025,BlueDart,Delayed,4,,,,,,,,,
941,31399,3/9/2025,3/21/2025,FedEx,In Transit,2,,,,,,,,,
942,40940,2/22/2024,2/26/2024,BlueDart,Delivered,0,,,,,,,,,
943,11847,5/10/2024,5/18/2024,Delhivery,Delayed,0,,,,,,,,,
944,29631,9/6/2025,9/10/2025,Delhivery,Delivered,2,,,,,,,,,
945,30067,7/17/2025,7/23/2025,FedEx,Delivered,-1,,,,,,,,,
946,23872,3/28/2025,4/10/2025,BlueDart,Delayed,4,,,,,,,,,
947,23128,5/5/2025,5/12/2025,FedEx,Delivered,6,,,,,,,,,
948,28721,8/21/2024,8/31/2024,DHL,Delayed,-1,,,,,,,,,
949,38259,3/9/2025,3/13/2025,BlueDart,Delayed,-1,,,,,,,,,
950,4565,12/29/2024,1/10/2025,Delhivery,Delayed,5,,,,,,,,,
951,7149,2/1/2025,2/16/2025,Delhivery,In Transit,5,,,,,,,,,
952,45548,9/20/2024,9/27/2024,BlueDart,Delivered,5,,,,,,,,,
953,37764,11/8/2025,11/20/2025,BlueDart,In Transit,6,,,,,,,,,
954,22214,5/11/2024,5/19/2024,DHL,In Transit,-1,,,,,,,,,
955,8706,7/25/2024,8/5/2024,DHL,Delayed,7,,,,,,,,,
956,13304,7/31/2024,8/3/2024,BlueDart,Delivered,2,,,,,,,,,
957,29621,1/11/2024,1/25/2024,BlueDart,Delivered,6,,,,,,,,,
958,26415,3/15/2024,3/23/2024,BlueDart,Delivered,-1,,,,,,,,,
959,9360,7/3/2025,7/13/2025,FedEx,Delivered,2,,,,,,,,,
960,16092,7/24/2024,8/3/2024,BlueDart,Delayed,6,,,,,,,,,
961,37676,4/5/2024,4/11/2024,BlueDart,Delivered,2,,,,,,,,,
962,29345,8/9/2024,8/19/2024,DHL,Delayed,0,,,,,,,,,
963,34468,1/10/2024,1/20/2024,DHL,Delayed,2,,,,,,,,,
964,21971,12/18/2025,12/23/2025,Delhivery,Delayed,-1,,,,,,,,,
965,34017,6/24/2025,7/1/2025,Delhivery,In Transit,2,,,,,,,,,
966,21566,5/11/2025,5/12/2025,BlueDart,Delivered,0,,,,,,,,,
967,43386,10/27/2024,10/29/2024,BlueDart,Delayed,0,,,,,,,,,
968,20431,12/2/2024,12/10/2024,BlueDart,Delivered,5,,,,,,,,,
969,32944,4/19/2024,4/22/2024,FedEx,In Transit,-1,,,,,,,,,
970,8440,4/21/2025,5/6/2025,FedEx,Delayed,7,,,,,,,,,
971,11130,9/20/2025,10/1/2025,BlueDart,In Transit,4,,,,,,,,,
972,1871,1/2/2025,1/11/2025,FedEx,Delivered,-1,,,,,,,,,
973,1539,10/29/2025,11/8/2025,BlueDart,Delivered,-1,,,,,,,,,
974,46620,7/7/2025,7/24/2025,DHL,Delayed,7,,,,,,,,,
975,13518,7/30/2025,8/8/2025,DHL,In Transit,3,,,,,,,,,
976,7525,7/21/2025,7/25/2025,BlueDart,Delivered,2,,,,,,,,,
977,40917,5/2/2025,5/6/2025,Delhivery,Delayed,-1,,,,,,,,,
978,18024,11/2/2025,11/7/2025,BlueDart,Delivered,4,,,,,,,,,
979,1587,1/19/2024,1/28/2024,DHL,Delivered,2,,,,,,,,,
980,20786,8/11/2024,8/22/2024,Delhivery,Delayed,6,,,,,,,,,
981,18665,7/15/2025,7/25/2025,Delhivery,Delayed,5,,,,,,,,,
982,14774,4/1/2024,4/15/2024,Delhivery,Delivered,6,,,,,,,,,
983,22972,12/24/2025,1/5/2026,Delhivery,Delivered,6,,,,,,,,,
984,31366,6/13/2024,6/16/2024,Delhivery,Delayed,-1,,,,,,,,,
985,30554,6/13/2025,6/23/2025,BlueDart,Delayed,6,,,,,,,,,
986,42868,1/21/2025,1/28/2025,FedEx,Delayed,3,,,,,,,,,
987,5118,11/15/2025,11/29/2025,BlueDart,Delivered,7,,,,,,,,,
988,48628,6/7/2025,6/15/2025,BlueDart,Delayed,4,,,,,,,,,
989,8045,5/4/2024,5/13/2024,BlueDart,Delivered,-1,,,,,,,,,
990,23692,10/16/2024,10/22/2024,DHL,In Transit,0,,,,,,,,,
991,4482,5/23/2025,5/29/2025,BlueDart,Delivered,5,,,,,,,,,
992,12393,12/3/2024,12/8/2024,FedEx,Delivered,3,,,,,,,,,
993,6570,7/11/2024,7/24/2024,DHL,In Transit,4,,,,,,,,,
994,29727,1/21/2025,2/3/2025,Delhivery,Delayed,5,,,,,,,,,
995,2162,1/27/2025,2/4/2025,Delhivery,Delayed,6,,,,,,,,,
996,36995,9/27/2025,10/4/2025,FedEx,Delayed,4,,,,,,,,,
997,24408,3/1/2025,3/7/2025,DHL,Delivered,2,,,,,,,,,
998,1073,10/26/2025,10/30/2025,FedEx,In Transit,3,,,,,,,,,
999,11306,1/9/2024,1/22/2024,DHL,Delivered,3,,,,,,,,,
1000,1690,3/5/2025,3/13/2025,FedEx,In Transit,6,,,,,,,,,
1001,9641,6/30/2025,7/8/2025,Delhivery,Delivered,4,,,,,,,,,
1002,10911,8/25/2024,9/1/2024,Delhivery,Delayed,6,,,,,,,,,
1003,35832,5/1/2024,5/9/2024,DHL,In Transit,0,,,,,,,,,
1004,2968,10/23/2025,10/24/2025,FedEx,Delayed,-1,,,,,,,,,
1005,34299,10/13/2024,10/22/2024,DHL,Delivered,3,,,,,,,,,
1006,30323,6/6/2024,6/15/2024,Delhivery,In Transit,0,,,,,,,,,
1007,18252,4/6/2024,4/15/2024,DHL,Delayed,4,,,,,,,,,
1008,30892,1/26/2024,2/4/2024,FedEx,Delivered,3,,,,,,,,,
1009,15648,7/19/2025,7/31/2025,Delhivery,In Transit,6,,,,,,,,,
1010,27910,3/19/2024,3/28/2024,BlueDart,In Transit,4,,,,,,,,,
1011,12242,9/18/2025,9/21/2025,DHL,In Transit,0,,,,,,,,,
1012,39095,4/13/2025,4/16/2025,Delhivery,Delivered,-1,,,,,,,,,
1013,22947,1/10/2024,1/12/2024,DHL,In Transit,1,,,,,,,,,
1014,47808,1/9/2025,1/18/2025,Delhivery,In Transit,0,,,,,,,,,
1015,34193,8/22/2024,8/30/2024,Delhivery,Delivered,6,,,,,,,,,
1016,10448,5/8/2024,5/18/2024,BlueDart,Delayed,7,,,,,,,,,
1017,488,4/6/2025,4/9/2025,BlueDart,Delayed,-1,,,,,,,,,
1018,14191,4/19/2025,4/24/2025,FedEx,In Transit,4,,,,,,,,,
1019,19870,11/24/2024,12/6/2024,BlueDart,Delivered,5,,,,,,,,,
1020,18776,2/17/2025,2/24/2025,FedEx,In Transit,6,,,,,,,,,
1021,13963,3/7/2025,3/20/2025,BlueDart,In Transit,7,,,,,,,,,
1022,2667,11/13/2024,11/19/2024,BlueDart,Delayed,4,,,,,,,,,
1023,27996,12/6/2025,12/15/2025,FedEx,Delivered,7,,,,,,,,,
1024,47035,2/27/2025,3/8/2025,DHL,Delayed,1,,,,,,,,,
1025,14183,4/1/2024,4/10/2024,BlueDart,Delayed,1,,,,,,,,,
1026,14683,2/7/2024,2/14/2024,DHL,In Transit,-1,,,,,,,,,
1027,30309,3/27/2024,4/5/2024,Delhivery,Delivered,1,,,,,,,,,
1028,19571,9/8/2025,9/17/2025,FedEx,Delivered,1,,,,,,,,,
1029,834,4/6/2025,4/21/2025,DHL,Delayed,7,,,,,,,,,
1030,18791,2/8/2025,2/14/2025,FedEx,Delivered,2,,,,,,,,,
1031,3382,5/23/2025,5/27/2025,DHL,Delivered,2,,,,,,,,,
1032,2022,9/7/2025,9/15/2025,Delhivery,Delayed,5,,,,,,,,,
1033,36181,3/21/2024,3/25/2024,Delhivery,Delayed,2,,,,,,,,,
1034,29079,5/19/2025,5/29/2025,FedEx,Delayed,2,,,,,,,,,
1035,12707,1/19/2025,1/24/2025,FedEx,In Transit,0,,,,,,,,,
1036,5045,10/6/2024,10/16/2024,FedEx,Delayed,7,,,,,,,,,
1037,7250,9/3/2025,9/13/2025,FedEx,Delivered,2,,,,,,,,,
1038,467,7/25/2024,8/7/2024,FedEx,In Transit,3,,,,,,,,,
1039,39400,12/23/2024,12/29/2024,DHL,Delivered,3,,,,,,,,,
1040,32721,5/8/2025,5/12/2025,BlueDart,Delayed,3,,,,,,,,,
1041,28296,11/11/2024,11/21/2024,BlueDart,Delayed,2,,,,,,,,,
1042,35247,4/3/2024,4/5/2024,BlueDart,Delivered,1,,,,,,,,,
1043,23583,7/7/2025,7/16/2025,DHL,In Transit,3,,,,,,,,,
1044,5486,5/22/2025,5/29/2025,DHL,In Transit,4,,,,,,,,,
1045,34154,12/5/2024,12/12/2024,DHL,Delayed,2,,,,,,,,,
1046,9933,7/8/2025,7/16/2025,BlueDart,In Transit,7,,,,,,,,,
1047,32774,3/21/2025,4/2/2025,FedEx,Delayed,5,,,,,,,,,
1048,30252,9/28/2024,10/13/2024,Delhivery,Delivered,5,,,,,,,,,
1049,36812,4/4/2025,4/6/2025,DHL,Delayed,-1,,,,,,,,,
1050,23570,6/8/2024,6/22/2024,Delhivery,Delayed,7,,,,,,,,,
1051,18354,4/19/2024,4/27/2024,DHL,Delivered,0,,,,,,,,,
1052,19346,7/24/2025,7/31/2025,FedEx,In Transit,0,,,,,,,,,
1053,44994,11/17/2024,11/27/2024,FedEx,In Transit,4,,,,,,,,,
1054,26721,12/1/2024,12/10/2024,DHL,In Transit,7,,,,,,,,,
1055,29336,10/28/2025,11/5/2025,Delhivery,In Transit,5,,,,,,,,,
1056,1752,3/11/2025,3/23/2025,FedEx,Delayed,3,,,,,,,,,
1057,23138,11/15/2025,11/19/2025,BlueDart,In Transit,0,,,,,,,,,
1058,25355,8/2/2024,8/6/2024,Delhivery,Delayed,2,,,,,,,,,
1059,27844,11/16/2024,11/24/2024,DHL,Delayed,7,,,,,,,,,
1060,41566,8/16/2025,8/19/2025,DHL,Delayed,0,,,,,,,,,
1061,28979,8/10/2024,8/19/2024,BlueDart,In Transit,1,,,,,,,,,
1062,21864,2/23/2024,3/1/2024,DHL,Delayed,-1,,,,,,,,,
1063,37317,1/22/2025,1/30/2025,Delhivery,In Transit,3,,,,,,,,,
1064,33965,7/7/2024,7/14/2024,BlueDart,In Transit,1,,,,,,,,,
1065,33164,6/20/2025,6/27/2025,BlueDart,Delivered,0,,,,,,,,,
1066,14430,4/25/2025,5/7/2025,BlueDart,Delivered,5,,,,,,,,,
1067,1168,5/4/2024,5/17/2024,DHL,In Transit,5,,,,,,,,,
1068,34794,10/19/2025,11/2/2025,DHL,Delayed,5,,,,,,,,,
1069,27982,2/18/2025,2/28/2025,FedEx,Delivered,3,,,,,,,,,
1070,1255,12/13/2025,12/18/2025,DHL,Delayed,0,,,,,,,,,
1071,30002,12/9/2024,12/14/2024,BlueDart,Delayed,-1,,,,,,,,,
1072,25513,7/25/2024,7/27/2024,Delhivery,Delivered,-1,,,,,,,,,
1073,42314,11/5/2024,11/16/2024,BlueDart,Delivered,6,,,,,,,,,
1074,140,3/30/2024,4/8/2024,FedEx,In Transit,-1,,,,,,,,,
1075,34079,3/16/2024,3/20/2024,DHL,Delayed,0,,,,,,,,,
1076,28533,6/28/2025,7/1/2025,Delhivery,Delivered,2,,,,,,,,,
1077,29495,7/28/2024,8/4/2024,FedEx,Delivered,6,,,,,,,,,
1078,28888,2/21/2024,2/29/2024,BlueDart,In Transit,-1,,,,,,,,,
1079,7182,8/1/2025,8/16/2025,DHL,Delivered,7,,,,,,,,,
1080,27134,12/6/2024,12/13/2024,BlueDart,In Transit,4,,,,,,,,,
1081,8728,1/4/2025,1/16/2025,FedEx,In Transit,3,,,,,,,,,
1082,3904,8/18/2025,9/4/2025,FedEx,In Transit,7,,,,,,,,,
1083,14318,11/7/2025,11/15/2025,Delhivery,Delivered,2,,,,,,,,,
1084,6460,8/21/2024,8/30/2024,Delhivery,Delivered,2,,,,,,,,,
1085,24629,7/5/2024,7/17/2024,FedEx,Delivered,3,,,,,,,,,
1086,253,8/12/2025,8/23/2025,FedEx,Delivered,5,,,,,,,,,
1087,26974,4/15/2024,4/19/2024,BlueDart,Delayed,1,,,,,,,,,
1088,48429,5/25/2024,5/31/2024,Delhivery,Delayed,3,,,,,,,,,
1089,23974,2/27/2025,3/6/2025,DHL,In Transit,4,,,,,,,,,
1090,39688,5/23/2025,6/2/2025,FedEx,In Transit,3,,,,,,,,,
1091,36582,11/23/2024,11/30/2024,Delhivery,Delivered,2,,,,,,,,,
1092,8767,5/3/2024,5/14/2024,Delhivery,Delayed,3,,,,,,,,,
1093,33037,9/30/2024,10/2/2024,BlueDart,In Transit,1,,,,,,,,,
1094,47454,8/27/2024,8/31/2024,DHL,Delayed,2,,,,,,,,,
1095,37989,7/26/2024,8/5/2024,Delhivery,Delayed,-1,,,,,,,,,
1096,38238,7/10/2025,7/17/2025,BlueDart,Delivered,2,,,,,,,,,
1097,28283,2/13/2025,2/21/2025,BlueDart,In Transit,-1,,,,,,,,,
1098,10679,1/3/2025,1/12/2025,BlueDart,Delivered,4,,,,,,,,,
1099,10958,10/6/2025,10/22/2025,FedEx,Delayed,6,,,,,,,,,
1100,33360,1/28/2024,2/6/2024,FedEx,Delivered,3,,,,,,,,,
1101,19315,8/8/2024,8/18/2024,DHL,In Transit,1,,,,,,,,,
1102,16764,3/18/2025,3/27/2025,FedEx,Delayed,3,,,,,,,,,
1103,20556,8/14/2024,8/25/2024,FedEx,Delivered,6,,,,,,,,,
1104,18011,3/15/2024,3/26/2024,DHL,Delivered,3,,,,,,,,,
1105,43357,12/13/2025,12/17/2025,BlueDart,Delivered,0,,,,,,,,,
1106,13046,8/1/2025,8/13/2025,FedEx,In Transit,2,,,,,,,,,
1107,1257,10/28/2025,11/4/2025,BlueDart,In Transit,5,,,,,,,,,
1108,19763,6/20/2025,6/27/2025,DHL,Delivered,6,,,,,,,,,
1109,46723,1/24/2024,1/27/2024,DHL,Delivered,0,,,,,,,,,
1110,19718,11/22/2025,11/26/2025,DHL,Delayed,-1,,,,,,,,,
1111,36784,7/22/2025,7/24/2025,BlueDart,Delivered,-1,,,,,,,,,
1112,12157,6/11/2025,6/16/2025,Delhivery,Delayed,4,,,,,,,,,
1113,12194,2/9/2025,2/24/2025,Delhivery,In Transit,5,,,,,,,,,
1114,36740,2/6/2024,2/9/2024,DHL,Delivered,0,,,,,,,,,
1115,48893,7/14/2025,7/24/2025,BlueDart,Delivered,3,,,,,,,,,
1116,15511,11/17/2024,11/26/2024,BlueDart,In Transit,3,,,,,,,,,
1117,15169,7/16/2025,7/24/2025,FedEx,Delayed,4,,,,,,,,,
1118,21061,12/11/2025,12/19/2025,FedEx,Delivered,2,,,,,,,,,
1119,13134,9/3/2025,9/7/2025,DHL,Delayed,1,,,,,,,,,
1120,30384,6/5/2025,6/13/2025,FedEx,Delayed,7,,,,,,,,,
1121,14896,10/1/2025,10/9/2025,Delhivery,Delayed,3,,,,,,,,,
1122,9563,3/27/2024,4/2/2024,FedEx,In Transit,2,,,,,,,,,
1123,16950,7/16/2024,7/27/2024,FedEx,Delayed,1,,,,,,,,,
1124,44887,8/16/2024,8/19/2024,Delhivery,Delayed,-1,,,,,,,,,
1125,12798,3/23/2024,4/3/2024,BlueDart,In Transit,7,,,,,,,,,
1126,10556,6/22/2025,6/26/2025,BlueDart,In Transit,3,,,,,,,,,
1127,36165,7/15/2024,7/27/2024,Delhivery,In Transit,7,,,,,,,,,
1128,48596,6/11/2025,6/21/2025,FedEx,Delayed,3,,,,,,,,,
1129,41275,3/23/2024,3/31/2024,Delhivery,Delivered,4,,,,,,,,,
1130,37844,6/2/2024,6/7/2024,DHL,Delivered,3,,,,,,,,,
1131,2027,3/15/2025,3/31/2025,DHL,In Transit,7,,,,,,,,,
1132,844,9/30/2024,10/7/2024,DHL,Delivered,2,,,,,,,,,
1133,37254,3/9/2024,3/24/2024,FedEx,Delayed,7,,,,,,,,,
1134,17036,11/24/2025,12/11/2025,DHL,Delivered,7,,,,,,,,,
1135,36687,1/2/2025,1/12/2025,Delhivery,In Transit,6,,,,,,,,,
1136,16777,10/18/2025,10/28/2025,BlueDart,Delivered,5,,,,,,,,,
1137,37801,7/24/2024,7/31/2024,Delhivery,In Transit,4,,,,,,,,,
1138,26895,3/3/2024,3/9/2024,Delhivery,In Transit,0,,,,,,,,,
1139,15298,2/26/2025,3/5/2025,FedEx,Delivered,3,,,,,,,,,
1140,44798,11/4/2025,11/20/2025,FedEx,Delivered,6,,,,,,,,,
1141,22078,2/9/2024,2/24/2024,BlueDart,Delayed,7,,,,,,,,,
1142,6929,4/13/2025,4/23/2025,BlueDart,Delayed,4,,,,,,,,,
1143,32382,1/19/2024,1/27/2024,FedEx,In Transit,1,,,,,,,,,
1144,32817,7/24/2024,7/30/2024,DHL,Delayed,0,,,,,,,,,
1145,42257,12/22/2024,12/30/2024,FedEx,Delayed,2,,,,,,,,,
1146,6201,9/21/2025,10/1/2025,DHL,In Transit,4,,,,,,,,,
1147,42830,9/15/2024,9/22/2024,Delhivery,Delivered,6,,,,,,,,,
1148,31312,12/17/2024,12/26/2024,DHL,Delivered,4,,,,,,,,,
1149,32374,12/12/2024,12/14/2024,Delhivery,Delivered,1,,,,,,,,,
1150,46624,1/25/2024,2/11/2024,Delhivery,In Transit,7,,,,,,,,,
1151,27093,9/10/2025,9/22/2025,BlueDart,Delayed,5,,,,,,,,,
1152,13255,11/15/2024,11/24/2024,BlueDart,Delivered,3,,,,,,,,,
1153,14211,5/11/2025,5/17/2025,Delhivery,Delayed,5,,,,,,,,,
1154,36074,9/17/2024,9/21/2024,BlueDart,In Transit,3,,,,,,,,,
1155,38441,11/8/2024,11/15/2024,DHL,Delivered,4,,,,,,,,,
1156,49212,9/13/2024,9/20/2024,BlueDart,Delivered,3,,,,,,,,,
1157,49991,10/10/2025,10/24/2025,Delhivery,Delivered,7,,,,,,,,,
1158,32184,4/8/2025,4/12/2025,DHL,Delivered,3,,,,,,,,,
1159,12677,4/30/2025,5/11/2025,BlueDart,Delivered,3,,,,,,,,,
1160,43045,12/20/2025,1/1/2026,FedEx,In Transit,3,,,,,,,,,
1161,25993,2/2/2024,2/12/2024,BlueDart,Delayed,2,,,,,,,,,
1162,33285,1/25/2024,1/31/2024,FedEx,Delivered,4,,,,,,,,,
1163,18143,6/14/2024,6/20/2024,FedEx,Delivered,2,,,,,,,,,
1164,8315,8/5/2025,8/16/2025,DHL,In Transit,2,,,,,,,,,
1165,41640,11/13/2024,11/22/2024,BlueDart,Delivered,4,,,,,,,,,
1166,21214,10/3/2025,10/20/2025,DHL,In Transit,7,,,,,,,,,
1167,13165,6/2/2025,6/14/2025,BlueDart,In Transit,5,,,,,,,,,
1168,9634,7/13/2025,7/26/2025,FedEx,In Transit,6,,,,,,,,,
1169,40675,1/27/2024,2/6/2024,Delhivery,In Transit,1,,,,,,,,,
1170,36918,5/27/2025,6/6/2025,Delhivery,Delivered,3,,,,,,,,,
1171,37633,11/20/2025,11/24/2025,Delhivery,Delayed,-1,,,,,,,,,
1172,42912,5/29/2025,6/13/2025,BlueDart,Delivered,7,,,,,,,,,
1173,33759,10/31/2024,11/9/2024,DHL,Delivered,7,,,,,,,,,
1174,21816,6/8/2025,6/15/2025,Delhivery,In Transit,1,,,,,,,,,
1175,25606,9/22/2025,9/30/2025,BlueDart,Delayed,-1,,,,,,,,,
1176,15744,12/11/2025,12/18/2025,FedEx,Delivered,-1,,,,,,,,,
1177,41683,3/12/2025,3/24/2025,FedEx,Delivered,6,,,,,,,,,
1178,24623,7/22/2024,8/2/2024,BlueDart,In Transit,1,,,,,,,,,
1179,22416,9/24/2024,10/3/2024,Delhivery,Delayed,5,,,,,,,,,
1180,18102,2/11/2025,2/16/2025,Delhivery,Delayed,1,,,,,,,,,
1181,34315,7/21/2024,8/1/2024,Delhivery,In Transit,5,,,,,,,,,
1182,34986,10/8/2025,10/14/2025,Delhivery,In Transit,1,,,,,,,,,
1183,775,6/18/2024,6/22/2024,FedEx,In Transit,2,,,,,,,,,
1184,42639,7/6/2025,7/14/2025,Delhivery,In Transit,-1,,,,,,,,,
1185,9749,6/6/2024,6/13/2024,FedEx,In Transit,6,,,,,,,,,
1186,37113,9/24/2024,10/2/2024,Delhivery,In Transit,4,,,,,,,,,
1187,21795,12/3/2024,12/13/2024,DHL,In Transit,1,,,,,,,,,
1188,36413,3/17/2025,4/1/2025,Delhivery,Delivered,6,,,,,,,,,
1189,22519,7/9/2024,7/17/2024,DHL,Delivered,0,,,,,,,,,
1190,20483,10/8/2025,10/21/2025,FedEx,Delayed,7,,,,,,,,,
1191,19924,11/26/2024,12/3/2024,DHL,In Transit,3,,,,,,,,,
1192,8858,4/11/2024,4/21/2024,BlueDart,In Transit,5,,,,,,,,,
1193,43973,10/10/2024,10/12/2024,Delhivery,Delayed,0,,,,,,,,,
1194,35480,1/6/2025,1/11/2025,Delhivery,Delivered,2,,,,,,,,,
1195,7812,1/17/2024,1/22/2024,BlueDart,In Transit,1,,,,,,,,,
1196,22234,6/17/2025,6/29/2025,Delhivery,In Transit,7,,,,,,,,,
1197,42295,2/17/2025,2/26/2025,Delhivery,Delayed,4,,,,,,,,,
1198,25844,2/24/2025,3/13/2025,Delhivery,Delivered,7,,,,,,,,,
1199,48303,5/8/2025,5/12/2025,FedEx,In Transit,-1,,,,,,,,,
1200,30399,6/2/2025,6/12/2025,Delhivery,In Transit,6,,,,,,,,,
1201,26558,2/2/2024,2/11/2024,BlueDart,Delayed,4,,,,,,,,,
1202,10641,12/6/2025,12/16/2025,BlueDart,Delivered,3,,,,,,,,,
1203,33693,5/29/2024,6/11/2024,FedEx,In Transit,3,,,,,,,,,
1204,28048,1/14/2025,1/23/2025,FedEx,In Transit,3,,,,,,,,,
1205,34627,4/29/2024,4/30/2024,Delhivery,In Transit,-1,,,,,,,,,
1206,1008,1/5/2025,1/19/2025,BlueDart,Delayed,4,,,,,,,,,
1207,30166,10/26/2025,11/1/2025,BlueDart,Delayed,-1,,,,,,,,,
1208,4265,11/15/2025,12/1/2025,FedEx,In Transit,6,,,,,,,,,
1209,39400,1/4/2024,1/7/2024,FedEx,In Transit,1,,,,,,,,,
1210,40378,3/16/2025,3/24/2025,FedEx,In Transit,3,,,,,,,,,
1211,32749,8/29/2024,9/8/2024,FedEx,In Transit,4,,,,,,,,,
1212,9411,8/23/2025,9/2/2025,FedEx,Delayed,1,,,,,,,,,
1213,29334,6/13/2025,6/20/2025,Delhivery,Delayed,2,,,,,,,,,
1214,5973,1/22/2025,2/4/2025,DHL,Delivered,4,,,,,,,,,
1215,9789,7/19/2025,7/26/2025,FedEx,In Transit,4,,,,,,,,,
1216,41977,5/2/2025,5/11/2025,BlueDart,Delivered,0,,,,,,,,,
1217,37324,8/27/2024,9/3/2024,FedEx,In Transit,2,,,,,,,,,
1218,38094,8/25/2024,9/5/2024,Delhivery,In Transit,4,,,,,,,,,
1219,37381,4/19/2024,5/1/2024,BlueDart,Delayed,6,,,,,,,,,
1220,21437,9/20/2024,9/24/2024,DHL,Delivered,2,,,,,,,,,
1221,29042,6/27/2024,7/7/2024,DHL,Delayed,4,,,,,,,,,
1222,23905,11/22/2024,12/4/2024,BlueDart,In Transit,5,,,,,,,,,
1223,47869,10/4/2025,10/9/2025,BlueDart,Delivered,-1,,,,,,,,,
1224,4539,4/27/2024,5/4/2024,BlueDart,In Transit,4,,,,,,,,,
1225,39161,9/8/2024,9/20/2024,FedEx,Delivered,3,,,,,,,,,
1226,47588,1/4/2025,1/17/2025,BlueDart,Delayed,7,,,,,,,,,
1227,30114,2/27/2024,3/15/2024,FedEx,In Transit,7,,,,,,,,,
1228,35551,3/30/2025,4/5/2025,Delhivery,Delivered,2,,,,,,,,,
1229,23912,5/21/2025,6/1/2025,Delhivery,Delayed,7,,,,,,,,,
1230,43868,9/3/2025,9/14/2025,Delhivery,Delayed,4,,,,,,,,,
1231,40699,6/24/2024,7/3/2024,FedEx,Delivered,6,,,,,,,,,
1232,33424,6/26/2025,7/2/2025,DHL,Delivered,-1,,,,,,,,,
1233,23942,5/9/2024,5/19/2024,DHL,Delivered,5,,,,,,,,,
1234,29272,4/12/2025,4/15/2025,Delhivery,In Transit,-1,,,,,,,,,
1235,17454,12/17/2024,12/22/2024,DHL,Delayed,1,,,,,,,,,
1236,8941,3/20/2024,3/31/2024,Delhivery,Delayed,4,,,,,,,,,
1237,29985,11/23/2024,11/25/2024,Delhivery,Delayed,0,,,,,,,,,
1238,45738,11/4/2024,11/13/2024,Delhivery,Delivered,2,,,,,,,,,
1239,7507,10/28/2025,11/4/2025,Delhivery,In Transit,6,,,,,,,,,
1240,1227,12/3/2025,12/12/2025,FedEx,Delayed,-1,,,,,,,,,
1241,32304,6/1/2025,6/5/2025,Delhivery,Delayed,-1,,,,,,,,,
1242,18157,4/19/2024,4/25/2024,Delhivery,Delayed,4,,,,,,,,,
1243,10988,12/6/2025,12/7/2025,BlueDart,Delayed,-1,,,,,,,,,
1244,13972,3/27/2024,3/30/2024,DHL,Delivered,2,,,,,,,,,
1245,8595,2/10/2025,2/15/2025,Delhivery,In Transit,4,,,,,,,,,
1246,28242,12/13/2025,12/22/2025,BlueDart,Delayed,2,,,,,,,,,
1247,16978,6/11/2025,6/17/2025,FedEx,Delivered,-1,,,,,,,,,
1248,49362,4/1/2024,4/13/2024,BlueDart,In Transit,2,,,,,,,,,
1249,20124,1/8/2025,1/18/2025,DHL,Delayed,5,,,,,,,,,
1250,42929,7/6/2025,7/13/2025,DHL,Delayed,0,,,,,,,,,
1251,8893,10/16/2024,10/19/2024,FedEx,In Transit,2,,,,,,,,,
1252,29241,6/23/2024,6/29/2024,DHL,In Transit,5,,,,,,,,,
1253,40516,11/10/2025,11/22/2025,BlueDart,In Transit,4,,,,,,,,,
1254,9520,5/28/2024,6/10/2024,DHL,Delayed,4,,,,,,,,,
1255,9890,9/1/2024,9/5/2024,DHL,Delayed,1,,,,,,,,,
1256,45808,2/10/2024,2/26/2024,BlueDart,Delivered,7,,,,,,,,,
1257,43095,3/15/2024,3/23/2024,Delhivery,Delivered,0,,,,,,,,,
1258,29685,4/24/2024,5/4/2024,FedEx,In Transit,7,,,,,,,,,
1259,11121,2/22/2025,3/1/2025,DHL,In Transit,2,,,,,,,,,
1260,41748,3/19/2024,3/25/2024,Delhivery,In Transit,3,,,,,,,,,
1261,45912,10/4/2024,10/10/2024,BlueDart,Delayed,2,,,,,,,,,
1262,27830,11/8/2025,11/17/2025,Delhivery,In Transit,7,,,,,,,,,
1263,10143,1/7/2025,1/18/2025,BlueDart,In Transit,6,,,,,,,,,
1264,18749,4/16/2024,4/24/2024,BlueDart,In Transit,4,,,,,,,,,
1265,46493,2/8/2024,2/16/2024,DHL,Delivered,5,,,,,,,,,
1266,11488,9/25/2025,10/4/2025,DHL,In Transit,5,,,,,,,,,
1267,34619,11/23/2024,12/2/2024,FedEx,Delivered,0,,,,,,,,,
1268,17568,4/13/2024,4/20/2024,Delhivery,Delivered,6,,,,,,,,,
