Order_ID,Date,Product_ID,Region,Quantity,Sales_Amount,Customer_Type,Channel,,,,,,
6623,12/10/2025,4,West,51,5730.87,Retail,Store,,,,,,
6624,4/16/2025,703,South,68,31996.04,Online,Wholesale,,,,,,
6625,10/27/2025,558,West,9,4011.39,Retail,E-Commerce,,,,,,
6626,1/22/2025,409,North,100,44790,Retail,Store,,,,,,
6627,8/25/2025,887,South,7,1331.47,Distributor,E-Commerce,,,,,,
6628,7/11/2025,331,North,87,14774.34,Distributor,Wholesale,,,,,,
6629,3/17/2024,138,South,87,21950.97,Online,Store,,,,,,
6630,4/13/2024,806,West,86,27951.72,Online,Store,,,,,,
6631,1/9/2024,571,North,28,2953.72,Online,E-Commerce,,,,,,
6632,9/27/2024,633,East,72,27086.4,Online,Store,,,,,,
6633,9/20/2024,565,North,68,33574.32,Distributor,Wholesale,,,,,,
6634,9/9/2024,922,East,25,4118.5,Online,Store,,,,,,
6635,12/9/2025,650,South,59,27269.21,Distributor,E-Commerce,,,,,,
6636,7/6/2024,687,North,13,1916.85,Distributor,Wholesale,,,,,,
6637,3/8/2025,305,North,96,36212.16,Distributor,Wholesale,,,,,,
6638,9/12/2025,701,East,74,19568.56,Retail,Wholesale,,,,,,
6639,1/25/2024,570,North,68,18659.88,Online,E-Commerce,,,,,,
6640,3/31/2025,1000,East,68,8693.12,Online,E-Commerce,,,,,,
6641,3/25/2025,753,West,14,1498.42,Retail,Store,,,,,,
6642,3/23/2024,328,West,43,17368.99,Online,Wholesale,,,,,,
6643,4/10/2024,451,South,31,10362.68,Online,E-Commerce,,,,,,
6644,10/17/2024,123,West,22,10733.36,Online,Store,,,,,,
6645,2/1/2025,609,East,18,3087.9,Online,Store,,,,,,
6646,9/9/2024,509,South,26,11070.28,Distributor,E-Commerce,,,,,,
6647,2/9/2024,632,West,46,15740.28,Distributor,Store,,,,,,
6648,5/18/2024,845,North,5,1437.7,Distributor,Wholesale,,,,,,
6649,10/7/2024,260,North,92,42501.24,Retail,Store,,,,,,
6650,3/28/2025,994,West,58,10581.52,Retail,E-Commerce,,,,,,
6651,9/6/2025,524,East,79,28763.11,Distributor,Store,,,,,,
6652,10/8/2025,352,East,17,3268.08,Retail,Store,,,,,,
6653,12/8/2024,412,West,72,29139.12,Retail,Wholesale,,,,,,
6654,7/1/2024,475,South,74,23916.8,Retail,Wholesale,,,,,,
6655,3/6/2025,45,West,61,19956.15,Online,E-Commerce,,,,,,
6656,4/11/2024,267,North,41,20298.28,Retail,Wholesale,,,,,,
6657,6/16/2024,951,South,57,21247.89,Online,Store,,,,,,
6658,11/18/2025,243,South,69,19770.57,Retail,Wholesale,,,,,,
6659,11/13/2025,400,South,97,31294.14,Retail,Store,,,,,,
6660,10/24/2025,514,West,33,7934.52,Retail,Wholesale,,,,,,
6661,2/26/2025,62,South,56,27570.48,Distributor,Store,,,,,,
6662,1/16/2025,568,North,64,10938.24,Online,Store,,,,,,
6663,7/24/2024,82,East,63,21629.16,Online,E-Commerce,,,,,,
6664,2/24/2025,642,East,19,5062.93,Retail,Wholesale,,,,,,
6665,2/12/2025,80,South,5,367.65,Distributor,Store,,,,,,
6666,10/19/2024,38,West,50,16825.5,Retail,Store,,,,,,
6667,9/11/2025,878,North,5,1524.75,Retail,E-Commerce,,,,,,
6668,9/3/2025,365,East,14,3407.04,Distributor,Store,,,,,,
6669,11/14/2024,56,North,93,15054.84,Distributor,Wholesale,,,,,,
6670,10/2/2024,753,West,52,5648.76,Online,Store,,,,,,
6671,10/28/2025,842,North,89,10708.48,Online,Store,,,,,,
6672,7/4/2024,682,West,92,10004.08,Online,E-Commerce,,,,,,
6673,2/27/2024,204,South,64,25483.52,Retail,Store,,,,,,
6674,2/10/2025,923,West,48,20132.64,Online,E-Commerce,,,,,,
6675,2/16/2024,643,West,96,24129.6,Retail,E-Commerce,,,,,,
6676,5/21/2025,935,East,12,1752.36,Retail,Wholesale,,,,,,
6677,5/30/2024,23,West,46,2994.14,Distributor,E-Commerce,,,,,,
6678,5/31/2024,930,East,59,29339.52,Retail,Store,,,,,,
6679,8/12/2025,688,West,83,15601.51,Distributor,E-Commerce,,,,,,
6680,3/17/2025,365,North,87,31199.94,Distributor,E-Commerce,,,,,,
6681,10/18/2024,689,East,64,28796.16,Retail,E-Commerce,,,,,,
6682,2/25/2025,383,East,2,241.26,Retail,Wholesale,,,,,,
6683,7/16/2025,352,East,69,25842.57,Online,Wholesale,,,,,,
6684,7/28/2025,578,South,64,29783.68,Retail,Store,,,,,,
6685,3/12/2024,331,South,87,17828.04,Online,Wholesale,,,,,,
6686,6/17/2024,826,North,98,14973.42,Distributor,Store,,,,,,
6687,8/24/2024,253,South,3,1378.89,Online,Store,,,,,,
6688,4/13/2025,659,East,91,15985.06,Retail,E-Commerce,,,,,,
6689,5/28/2024,354,West,76,27816,Online,Store,,,,,,
6690,5/25/2025,290,North,89,30224.4,Distributor,Store,,,,,,
6691,4/10/2025,652,West,17,2852.94,Online,Store,,,,,,
6692,9/27/2025,889,South,62,7294.3,Online,Store,,,,,,
6693,4/15/2024,420,West,73,29768.67,Online,Wholesale,,,,,,
6694,3/17/2024,587,West,3,193.47,Online,Store,,,,,,
6695,10/25/2024,170,South,23,7500.76,Retail,Store,,,,,,
6696,10/13/2025,132,South,34,3706.34,Distributor,Store,,,,,,
6697,6/2/2025,482,North,45,21698.1,Retail,Store,,,,,,
6698,6/12/2025,351,East,76,6243.4,Distributor,Wholesale,,,,,,
6699,8/9/2025,786,East,73,6560.51,Retail,Store,,,,,,
6700,11/25/2025,359,North,45,20317.95,Online,E-Commerce,,,,,,
6701,8/16/2024,272,East,37,5256.22,Retail,Wholesale,,,,,,
6702,4/23/2025,791,North,89,5524.23,Distributor,Wholesale,,,,,,
6703,8/9/2024,246,East,10,4730,Online,Wholesale,,,,,,
6704,10/26/2024,461,East,31,6051.51,Distributor,Wholesale,,,,,,
6705,1/22/2024,708,North,96,25215.36,Retail,Wholesale,,,,,,
6706,6/16/2024,814,North,10,3367.3,Retail,Store,,,,,,
6707,11/11/2024,996,North,82,9715.36,Distributor,Store,,,,,,
6708,9/25/2024,567,South,99,27036.9,Distributor,Wholesale,,,,,,
6709,4/11/2025,379,North,7,1885.94,Distributor,E-Commerce,,,,,,
6710,9/28/2025,739,North,48,22855.2,Online,Store,,,,,,
6711,5/13/2024,190,West,50,17546.5,Distributor,E-Commerce,,,,,,
6712,9/18/2024,782,South,92,31790.6,Retail,Store,,,,,,
6713,12/8/2024,981,West,58,6891.56,Online,Wholesale,,,,,,
6714,2/23/2024,42,West,33,12619.86,Online,Wholesale,,,,,,
6715,10/18/2025,947,West,31,7701.02,Distributor,Wholesale,,,,,,
6716,12/2/2024,668,South,21,7668.57,Online,Wholesale,,,,,,
6717,9/28/2025,200,West,56,23862.16,Online,E-Commerce,,,,,,
6718,6/15/2025,275,North,39,8302.32,Online,Wholesale,,,,,,
6719,7/12/2025,520,East,87,13140.48,Distributor,Wholesale,,,,,,
6720,8/5/2025,410,South,20,5745.8,Online,Wholesale,,,,,,
6721,1/19/2024,940,East,13,3103.49,Retail,Store,,,,,,
6722,9/9/2025,170,West,93,28809.54,Distributor,Store,,,,,,
6723,7/10/2025,981,North,95,47238.75,Distributor,Wholesale,,,,,,
6724,12/5/2024,985,South,95,14321.25,Retail,Wholesale,,,,,,
6725,4/1/2025,234,North,74,35027.9,Online,E-Commerce,,,,,,
6726,10/18/2025,338,West,39,16293.42,Retail,Wholesale,,,,,,
6727,3/9/2025,476,West,96,8894.4,Distributor,Wholesale,,,,,,
6728,2/21/2024,21,North,19,1912.35,Retail,E-Commerce,,,,,,
6729,5/25/2025,679,East,68,16379.16,Online,Wholesale,,,,,,
6730,4/20/2025,360,North,8,3166.4,Online,E-Commerce,,,,,,
6731,11/29/2024,668,North,30,8421.9,Online,Store,,,,,,
6732,7/16/2024,3,East,13,4242.29,Retail,Store,,,,,,
6733,1/27/2025,748,West,77,11064.13,Online,Wholesale,,,,,,
6734,12/1/2025,948,West,22,8118.22,Distributor,Wholesale,,,,,,
6735,1/29/2025,405,West,100,13429,Distributor,E-Commerce,,,,,,
6736,3/31/2024,357,South,10,3860.9,Online,Store,,,,,,
6737,7/30/2024,880,North,69,18726.6,Distributor,Store,,,,,,
6738,4/1/2025,100,East,78,10668.06,Online,Store,,,,,,
6739,9/14/2024,829,North,84,27209.28,Online,Wholesale,,,,,,
6740,8/1/2025,324,West,49,16997.61,Retail,Wholesale,,,,,,
6741,9/26/2024,285,North,86,12137.18,Online,Wholesale,,,,,,
6742,5/24/2024,964,North,99,26920.08,Distributor,Store,,,,,,
6743,8/22/2024,541,East,86,28919.22,Retail,Wholesale,,,,,,
6744,3/31/2025,113,South,8,1553.76,Distributor,E-Commerce,,,,,,
6745,10/23/2025,961,South,16,6490.24,Retail,Wholesale,,,,,,
6746,6/28/2025,20,West,56,14213.92,Distributor,Wholesale,,,,,,
6747,4/17/2024,760,East,36,6300.72,Distributor,Store,,,,,,
6748,3/20/2024,413,West,80,18694.4,Online,Store,,,,,,
6749,1/10/2024,56,East,12,4487.52,Retail,Store,,,,,,
6750,1/2/2024,190,West,99,8566.47,Online,Store,,,,,,
6751,12/16/2024,312,West,59,12998.88,Distributor,Store,,,,,,
6752,10/19/2025,405,East,99,42267.06,Online,Store,,,,,,
6753,7/16/2024,659,West,93,10478.31,Distributor,Store,,,,,,
6754,3/26/2024,3,West,98,7487.2,Online,Store,,,,,,
6755,9/21/2025,822,South,3,1219.56,Retail,E-Commerce,,,,,,
6756,2/25/2024,913,West,79,31800.66,Online,E-Commerce,,,,,,
6757,4/30/2024,652,North,40,14653.6,Distributor,E-Commerce,,,,,,
6758,1/19/2025,858,West,43,6413.02,Retail,E-Commerce,,,,,,
6759,11/25/2024,895,East,27,10778.67,Retail,Wholesale,,,,,,
6760,9/2/2025,727,North,1,477.92,Online,Store,,,,,,
6761,6/1/2024,957,West,75,10581,Retail,Store,,,,,,
6762,2/27/2024,863,North,62,6212.4,Distributor,Store,,,,,,
6763,5/4/2024,226,West,51,16409.76,Distributor,E-Commerce,,,,,,
6764,12/5/2024,122,North,74,5651.38,Distributor,Wholesale,,,,,,
6765,8/10/2025,481,West,82,35644.58,Online,Store,,,,,,
6766,11/21/2025,590,East,26,2515.76,Distributor,Store,,,,,,
6767,2/3/2024,397,North,73,34203.42,Online,Store,,,,,,
6768,10/4/2024,71,South,79,18888.11,Retail,Wholesale,,,,,,
6769,6/7/2025,686,West,29,1690.12,Online,Wholesale,,,,,,
6770,11/14/2024,870,South,92,24020.28,Distributor,E-Commerce,,,,,,
6771,4/11/2025,544,West,45,14839.65,Online,Wholesale,,,,,,
6772,3/17/2025,260,South,23,5776.45,Online,E-Commerce,,,,,,
6773,1/13/2024,584,West,100,47527,Retail,Store,,,,,,
6774,9/20/2024,605,East,63,26237.61,Retail,E-Commerce,,,,,,
6775,7/18/2024,222,West,98,40262.32,Distributor,E-Commerce,,,,,,
6776,11/4/2025,336,West,12,954.48,Distributor,Wholesale,,,,,,
6777,6/18/2025,549,South,9,1571.94,Online,E-Commerce,,,,,,
6778,10/27/2024,316,North,97,41178.44,Online,E-Commerce,,,,,,
6779,4/5/2025,334,North,11,2629.66,Online,Store,,,,,,
6780,11/17/2025,830,South,82,10286.9,Online,E-Commerce,,,,,,
6781,1/17/2025,242,West,73,17063.02,Online,E-Commerce,,,,,,
6782,8/16/2024,850,North,16,7150.24,Distributor,E-Commerce,,,,,,
6783,6/8/2025,248,West,94,7853.7,Online,E-Commerce,,,,,,
6784,1/27/2024,609,North,36,16423.92,Distributor,Store,,,,,,
6785,11/8/2024,62,East,37,11813.73,Online,Wholesale,,,,,,
6786,3/7/2024,779,South,43,4051.03,Online,Store,,,,,,
6787,6/8/2024,908,North,64,19320.32,Online,Wholesale,,,,,,
6788,3/15/2024,165,West,80,39186.4,Online,Wholesale,,,,,,
6789,2/25/2024,865,West,3,991.89,Online,E-Commerce,,,,,,
6790,10/17/2025,536,North,55,23214.95,Distributor,Store,,,,,,
6791,3/23/2024,437,West,55,24938.1,Retail,E-Commerce,,,,,,
6792,5/3/2025,156,East,98,25477.06,Retail,E-Commerce,,,,,,
6793,2/23/2025,993,North,61,4426.77,Distributor,Wholesale,,,,,,
6794,6/15/2025,568,South,96,47078.4,Distributor,Wholesale,,,,,,
6795,1/12/2024,492,West,33,10902.54,Online,Wholesale,,,,,,
6796,8/26/2025,496,South,90,17552.7,Distributor,E-Commerce,,,,,,
6797,2/4/2024,86,East,30,2292.6,Retail,Wholesale,,,,,,
6798,6/16/2025,356,West,53,4852.68,Retail,E-Commerce,,,,,,
6799,12/3/2025,649,West,40,12994,Distributor,Store,,,,,,
6800,10/22/2025,604,East,13,4218.63,Online,E-Commerce,,,,,,
6801,7/4/2024,587,North,47,3942.36,Retail,E-Commerce,,,,,,
6802,5/19/2024,269,South,52,8038.16,Retail,Store,,,,,,
6803,5/12/2025,57,East,90,35271.9,Online,Store,,,,,,
6804,11/26/2025,177,South,22,5284.18,Online,Wholesale,,,,,,
6805,1/4/2025,204,East,95,20598.85,Distributor,Wholesale,,,,,,
6806,7/5/2024,649,North,12,1901.64,Retail,E-Commerce,,,,,,
6807,11/16/2024,489,West,83,36184.68,Online,Store,,,,,,
6808,4/12/2024,891,North,87,42154.11,Retail,Wholesale,,,,,,
6809,7/12/2025,378,South,98,44277.38,Retail,E-Commerce,,,,,,
6810,4/26/2025,777,South,47,2644.69,Online,Store,,,,,,
6811,9/5/2024,919,South,16,4132.48,Distributor,E-Commerce,,,,,,
6812,11/28/2025,286,South,92,13722.72,Distributor,Wholesale,,,,,,
6813,5/28/2024,583,East,13,4971.72,Online,Store,,,,,,
6814,8/12/2025,448,South,56,11012.4,Online,E-Commerce,,,,,,
6815,5/17/2025,383,North,26,11671.92,Retail,Store,,,,,,
6816,12/27/2025,334,East,34,14807.34,Online,Wholesale,,,,,,
6817,2/15/2024,175,East,40,16074.8,Retail,Store,,,,,,
6818,11/26/2025,389,South,70,8516.2,Distributor,Wholesale,,,,,,
6819,12/21/2024,185,South,67,16636.77,Online,Wholesale,,,,,,
6820,4/7/2025,898,South,3,1184.31,Online,Wholesale,,,,,,
6821,1/4/2025,742,South,65,31088.85,Distributor,E-Commerce,,,,,,
6822,6/20/2025,552,South,8,1721.92,Online,E-Commerce,,,,,,
6823,3/4/2025,960,North,19,7411.52,Distributor,Store,,,,,,
6824,1/17/2025,379,South,3,235.74,Retail,Wholesale,,,,,,
6825,4/5/2025,795,South,96,5856,Distributor,E-Commerce,,,,,,
6826,10/19/2024,346,West,57,15079.92,Online,Wholesale,,,,,,
6827,6/5/2025,217,West,90,31863.6,Retail,E-Commerce,,,,,,
6828,3/26/2025,484,North,76,23904.28,Online,E-Commerce,,,,,,
6829,12/7/2025,189,North,43,6952.24,Retail,Wholesale,,,,,,
6830,6/2/2024,229,West,84,33790.68,Distributor,Store,,,,,,
6831,12/5/2025,200,West,96,20515.2,Distributor,Store,,,,,,
6832,10/22/2024,642,East,43,4351.6,Distributor,E-Commerce,,,,,,
6833,6/22/2024,988,South,20,1108.2,Distributor,Store,,,,,,
6834,9/19/2024,135,West,87,14874.39,Retail,E-Commerce,,,,,,
6835,6/14/2025,573,West,8,2011.28,Retail,Wholesale,,,,,,
6836,3/18/2025,668,South,73,23117.64,Online,Wholesale,,,,,,
6837,9/26/2024,974,West,44,3670.04,Online,Wholesale,,,,,,
6838,7/23/2024,632,South,67,25071.4,Retail,Store,,,,,,
6839,5/29/2024,749,West,75,21174.75,Retail,Store,,,,,,
6840,12/11/2025,383,West,24,6435.12,Retail,E-Commerce,,,,,,
6841,9/8/2024,650,North,54,18517.68,Distributor,Store,,,,,,
6842,9/4/2025,667,West,43,14753.3,Retail,Store,,,,,,
6843,10/3/2025,393,East,5,1794.8,Retail,E-Commerce,,,,,,
6844,8/7/2024,542,North,41,5151.65,Online,Wholesale,,,,,,
6845,6/10/2025,959,West,98,38565.94,Retail,Wholesale,,,,,,
6846,3/11/2024,4,West,12,5375.76,Retail,Store,,,,,,
6847,9/2/2025,982,South,96,12335.04,Online,Store,,,,,,
6848,1/27/2024,424,North,32,12831.36,Online,Wholesale,,,,,,
6849,12/7/2024,294,East,72,25060.32,Distributor,E-Commerce,,,,,,
6850,5/14/2025,861,South,18,7214.58,Retail,Store,,,,,,
6851,12/28/2025,875,West,64,31815.04,Retail,Wholesale,,,,,,
6852,8/17/2024,733,North,100,47423,Online,Wholesale,,,,,,
6853,2/26/2024,914,East,39,6037.98,Online,E-Commerce,,,,,,
6854,2/17/2024,481,West,99,31290.93,Distributor,Store,,,,,,
6855,6/8/2025,181,North,92,37186.4,Online,E-Commerce,,,,,,
6856,7/23/2025,68,West,98,47269.32,Distributor,Store,,,,,,
6857,6/19/2024,977,South,77,7020.09,Retail,E-Commerce,,,,,,
6858,6/12/2024,709,West,50,10528,Distributor,Store,,,,,,
6859,1/8/2024,703,South,28,2121.56,Retail,E-Commerce,,,,,,
6860,3/14/2024,459,North,63,18113.76,Distributor,E-Commerce,,,,,,
6861,12/21/2025,506,East,32,14108.8,Online,Wholesale,,,,,,
6862,7/18/2025,546,East,12,5313.6,Online,E-Commerce,,,,,,
6863,1/25/2024,878,East,54,8013.06,Retail,Store,,,,,,
6864,12/18/2024,172,West,17,7470.99,Retail,Wholesale,,,,,,
6865,8/3/2025,353,South,14,761.04,Retail,E-Commerce,,,,,,
6866,1/20/2024,675,South,9,2311.74,Distributor,E-Commerce,,,,,,
6867,8/18/2024,174,South,51,22457.85,Retail,Wholesale,,,,,,
6868,10/29/2025,679,West,3,251.46,Retail,E-Commerce,,,,,,
6869,1/31/2024,574,North,73,25090.1,Online,Store,,,,,,
6870,1/6/2024,774,East,10,4395.1,Distributor,Wholesale,,,,,,
6871,1/31/2025,242,West,11,4833.29,Retail,Store,,,,,,
6872,5/22/2025,161,North,19,8597.88,Online,Wholesale,,,,,,
6873,10/16/2024,731,North,47,3376.95,Distributor,Wholesale,,,,,,
6874,7/28/2024,907,East,89,31892.26,Retail,E-Commerce,,,,,,
6875,7/30/2024,978,West,47,2925.75,Online,E-Commerce,,,,,,
6876,3/7/2025,70,North,17,3339.82,Distributor,Wholesale,,,,,,
6877,10/5/2024,497,South,49,23140.74,Retail,Store,,,,,,
6878,11/12/2025,971,East,10,4145.6,Retail,E-Commerce,,,,,,
6879,8/14/2024,606,West,85,9053.35,Distributor,E-Commerce,,,,,,
6880,2/26/2024,847,South,76,32353.96,Distributor,E-Commerce,,,,,,
6881,5/4/2025,863,South,40,3680.4,Distributor,Wholesale,,,,,,
6882,10/8/2025,346,South,88,21016.16,Retail,Wholesale,,,,,,
6883,2/21/2024,231,East,29,11829.39,Distributor,Store,,,,,,
6884,7/24/2024,603,East,29,9345.54,Online,E-Commerce,,,,,,
6885,12/20/2025,566,East,2,124.9,Retail,Store,,,,,,
6886,5/25/2024,370,North,88,19337.12,Retail,Wholesale,,,,,,
6887,11/13/2024,664,North,56,15891.68,Distributor,Store,,,,,,
6888,1/6/2025,801,North,1,484.29,Retail,Wholesale,,,,,,
6889,9/18/2024,380,East,99,33156.09,Online,Wholesale,,,,,,
6890,11/22/2025,298,West,93,34721.55,Online,Store,,,,,,
6891,10/20/2025,515,North,21,1604.19,Online,Wholesale,,,,,,
6892,1/22/2024,3,North,18,2630.16,Distributor,Store,,,,,,
6893,4/17/2024,954,North,77,21948.08,Distributor,Wholesale,,,,,,
6894,1/17/2024,499,East,77,7733.88,Retail,Store,,,,,,
6895,12/17/2024,761,South,16,7417.76,Distributor,Store,,,,,,
6896,4/29/2025,22,East,82,17174.08,Distributor,E-Commerce,,,,,,
6897,2/4/2025,149,East,83,10106.91,Retail,Wholesale,,,,,,
6898,9/10/2025,436,West,87,21234.96,Retail,E-Commerce,,,,,,
6899,5/25/2024,994,West,1,165.69,Retail,E-Commerce,,,,,,
6900,8/20/2024,348,South,50,20117.5,Distributor,Store,,,,,,
6901,1/20/2025,259,East,97,17742.27,Retail,Wholesale,,,,,,
6902,12/28/2025,703,West,96,25061.76,Distributor,Store,,,,,,
6903,8/11/2024,373,East,9,3947.67,Distributor,E-Commerce,,,,,,
6904,7/27/2025,644,North,7,506.66,Distributor,Wholesale,,,,,,
6905,8/19/2025,201,East,45,8426.25,Distributor,Store,,,,,,
6906,5/18/2024,608,East,58,20855.06,Retail,Store,,,,,,
6907,10/6/2025,803,North,12,805.32,Online,Wholesale,,,,,,
6908,6/12/2024,661,North,34,6648.02,Distributor,Wholesale,,,,,,
6909,3/16/2025,43,South,86,15799.06,Retail,Store,,,,,,
6910,1/7/2024,504,North,57,10432.14,Distributor,E-Commerce,,,,,,
6911,6/20/2024,344,East,23,4907.05,Retail,Wholesale,,,,,,
6912,11/5/2025,761,North,11,1481.59,Distributor,Store,,,,,,
6913,7/9/2024,930,East,24,7096.8,Distributor,E-Commerce,,,,,,
6914,5/18/2025,33,North,48,8143.68,Distributor,E-Commerce,,,,,,
6915,4/4/2025,790,East,79,5236.12,Online,E-Commerce,,,,,,
6916,7/20/2025,629,South,15,3757.95,Retail,Wholesale,,,,,,
6917,2/19/2025,106,North,80,26700.8,Online,E-Commerce,,,,,,
6918,8/22/2025,1000,East,55,18880.4,Distributor,E-Commerce,,,,,,
6919,5/19/2024,966,West,8,3213.2,Distributor,Store,,,,,,
6920,10/11/2024,966,West,93,21758.28,Distributor,Store,,,,,,
6921,4/19/2025,392,South,72,30057.84,Distributor,E-Commerce,,,,,,
6922,7/22/2025,60,North,34,15801.84,Online,Store,,,,,,
6923,9/10/2024,159,East,74,23025.84,Distributor,E-Commerce,,,,,,
6924,8/17/2025,527,West,75,33589.5,Retail,E-Commerce,,,,,,
6925,5/27/2024,343,North,67,13732.32,Distributor,E-Commerce,,,,,,
6926,6/25/2025,331,East,87,37952.88,Retail,E-Commerce,,,,,,
6927,9/9/2024,689,West,24,11339.28,Distributor,Wholesale,,,,,,
6928,4/30/2024,126,North,69,27127.35,Distributor,E-Commerce,,,,,,
6929,6/26/2025,790,North,27,11183.13,Distributor,E-Commerce,,,,,,
6930,1/16/2024,911,North,56,15122.24,Online,Wholesale,,,,,,
6931,7/8/2025,233,East,29,12044.57,Retail,E-Commerce,,,,,,
6932,3/17/2025,811,West,82,21618.48,Online,E-Commerce,,,,,,
6933,12/13/2025,596,North,89,39333.55,Online,E-Commerce,,,,,,
6934,12/2/2024,903,North,2,860.14,Online,Store,,,,,,
6935,2/5/2024,497,East,78,16325.4,Distributor,Store,,,,,,
6936,12/24/2025,447,North,36,2196.72,Distributor,E-Commerce,,,,,,
6937,6/6/2025,483,South,59,24149.88,Online,Wholesale,,,,,,
6938,11/8/2024,709,East,32,3276.8,Online,Store,,,,,,
6939,2/27/2025,323,West,64,15428.48,Online,E-Commerce,,,,,,
6940,7/30/2025,419,South,49,6420.47,Retail,Wholesale,,,,,,
6941,5/2/2025,271,South,28,3509.24,Distributor,E-Commerce,,,,,,
6942,7/14/2024,631,North,87,38086.86,Online,Wholesale,,,,,,
6943,2/11/2024,784,East,42,9831.36,Online,E-Commerce,,,,,,
6944,9/28/2024,316,South,9,3225.15,Retail,Store,,,,,,
6945,2/10/2025,237,South,67,23003.78,Online,Wholesale,,,,,,
6946,3/30/2025,561,North,50,20740,Online,Wholesale,,,,,,
6947,3/17/2025,830,North,5,2348.35,Online,E-Commerce,,,,,,
6948,4/27/2025,275,South,1,122.06,Retail,Store,,,,,,
6949,9/3/2024,678,South,57,9271.62,Distributor,E-Commerce,,,,,,
6950,6/30/2025,994,North,6,481.92,Online,Store,,,,,,
6951,7/16/2024,353,West,37,3099.86,Online,E-Commerce,,,,,,
6952,3/23/2025,424,North,96,29058.24,Retail,E-Commerce,,,,,,
6953,10/20/2024,919,South,60,13307.4,Retail,Store,,,,,,
6954,7/28/2024,494,South,33,8499.81,Online,Store,,,,,,
6955,11/15/2024,988,East,16,2820.16,Distributor,Store,,,,,,
6956,11/8/2024,199,North,58,26460.76,Online,E-Commerce,,,,,,
6957,2/9/2025,607,South,66,19153.86,Distributor,Store,,,,,,
6958,8/24/2024,20,North,61,20538.09,Online,Wholesale,,,,,,
6959,6/19/2025,562,South,78,13325.52,Retail,E-Commerce,,,,,,
6960,11/1/2024,486,North,71,24889.05,Distributor,Store,,,,,,
6961,3/19/2025,992,North,2,567.18,Online,Store,,,,,,
6962,3/11/2024,39,South,66,23608.2,Distributor,Store,,,,,,
6963,2/15/2025,540,South,92,12241.52,Distributor,E-Commerce,,,,,,
6964,4/23/2025,387,North,27,4537.08,Online,Store,,,,,,
6965,8/10/2024,855,South,98,40548.48,Retail,Store,,,,,,
6966,7/31/2025,529,North,25,9007.5,Retail,Store,,,,,,
6967,5/16/2024,756,South,98,11590.46,Online,Wholesale,,,,,,
6968,1/8/2024,666,South,40,8108.4,Retail,Wholesale,,,,,,
6969,6/21/2025,582,North,95,14576.8,Online,E-Commerce,,,,,,
6970,2/15/2025,262,South,37,10009.98,Online,Store,,,,,,
6971,7/21/2024,417,North,72,25970.4,Retail,E-Commerce,,,,,,
6972,5/1/2025,716,South,84,9170.28,Online,Store,,,,,,
6973,12/13/2025,572,North,100,30128,Distributor,Store,,,,,,
6974,7/31/2024,374,South,85,26421.4,Retail,E-Commerce,,,,,,
6975,3/31/2024,65,West,26,5951.14,Retail,Wholesale,,,,,,
6976,9/1/2024,75,West,32,8852.8,Online,Store,,,,,,
6977,2/17/2025,505,East,2,239.08,Online,E-Commerce,,,,,,
6978,4/28/2025,708,East,21,4958.94,Online,Wholesale,,,,,,
6979,3/13/2024,32,South,1,202.33,Online,E-Commerce,,,,,,
6980,3/3/2025,178,South,62,18082.92,Distributor,Wholesale,,,,,,
6981,10/10/2025,554,East,29,9302.62,Online,Wholesale,,,,,,
6982,8/16/2024,796,South,97,48305.03,Retail,Store,,,,,,
6983,10/23/2025,436,East,67,6256.46,Retail,Wholesale,,,,,,
6984,11/20/2024,432,South,32,13516.48,Retail,E-Commerce,,,,,,
6985,2/13/2024,308,West,57,7143.81,Retail,Wholesale,,,,,,
6986,3/28/2024,911,South,44,10750.08,Retail,E-Commerce,,,,,,
6987,12/12/2025,31,North,50,13711.5,Online,Wholesale,,,,,,
6988,10/13/2024,87,East,50,13552.5,Online,E-Commerce,,,,,,
6989,6/3/2024,1,East,72,32351.04,Distributor,Store,,,,,,
6990,4/17/2024,576,South,21,1401.12,Distributor,E-Commerce,,,,,,
6991,10/18/2024,516,East,71,17813.9,Distributor,E-Commerce,,,,,,
6992,8/7/2024,999,West,58,17112.32,Online,E-Commerce,,,,,,
6993,5/6/2025,134,West,29,11928.86,Distributor,Store,,,,,,
6994,1/26/2024,777,South,91,21586.11,Online,Wholesale,,,,,,
6995,12/4/2025,723,South,43,14546.04,Distributor,Wholesale,,,,,,
6996,8/5/2025,369,West,75,5412,Distributor,E-Commerce,,,,,,
6997,12/15/2025,258,South,53,16808.95,Distributor,Store,,,,,,
6998,12/26/2025,488,East,32,11326.72,Distributor,E-Commerce,,,,,,
6999,6/3/2025,351,West,35,7318.5,Distributor,Store,,,,,,
7000,5/22/2025,142,East,68,14483.32,Distributor,Wholesale,,,,,,
7001,8/27/2024,997,South,53,4408.01,Distributor,Store,,,,,,
7002,11/15/2024,926,South,70,31099.6,Retail,Wholesale,,,,,,
7003,1/21/2025,276,East,5,884.6,Distributor,E-Commerce,,,,,,
7004,7/5/2024,400,West,45,19110.15,Online,E-Commerce,,,,,,
7005,6/8/2024,832,South,16,7899.84,Online,Store,,,,,,
7006,8/24/2025,74,West,72,21308.4,Retail,Wholesale,,,,,,
7007,1/4/2024,421,South,30,7415.1,Retail,Wholesale,,,,,,
7008,10/25/2024,812,North,1,150.26,Distributor,E-Commerce,,,,,,
