Inventory_ID,Product_ID,Warehouse_ID,Stock_Quantity,Reorder_Level,Safety_Stock,Last_Updated,,,,,,,
2400,271,20,3754,353,150,2/28/2026,,,,,,,
2401,722,23,3386,999,74,5/5/2026,,,,,,,
2402,823,23,1794,811,393,2/14/2026,,,,,,,
2403,870,24,1393,699,366,4/21/2026,,,,,,,
2404,729,9,161,292,370,2/17/2026,,,,,,,
2405,715,9,1019,462,130,3/23/2026,,,,,,,
2406,836,26,4327,590,477,3/24/2026,,,,,,,
2407,950,27,1973,871,126,3/24/2026,,,,,,,
2408,929,14,1857,721,134,4/4/2026,,,,,,,
2409,795,14,3461,589,395,2/25/2026,,,,,,,
2410,93,17,1014,732,218,3/30/2026,,,,,,,
2411,287,22,1490,464,164,3/8/2026,,,,,,,
2412,45,30,3604,906,251,4/11/2026,,,,,,,
2413,891,3,4379,836,240,3/8/2026,,,,,,,
2414,656,8,4594,475,319,3/9/2026,,,,,,,
2415,122,5,3231,356,122,4/18/2026,,,,,,,
2416,717,21,210,572,105,4/7/2026,,,,,,,
2417,831,5,3098,823,73,3/21/2026,,,,,,,
2418,626,15,464,230,219,5/7/2026,,,,,,,
2419,724,5,1725,490,247,3/13/2026,,,,,,,
2420,917,17,1521,983,125,4/19/2026,,,,,,,
2421,552,21,293,333,385,4/17/2026,,,,,,,
2422,20,19,1614,180,257,5/3/2026,,,,,,,
2423,757,1,4819,750,473,2/26/2026,,,,,,,
2424,786,27,3614,116,251,4/30/2026,,,,,,,
2425,345,30,805,303,304,4/13/2026,,,,,,,
2426,170,22,217,411,101,4/21/2026,,,,,,,
2427,435,4,453,123,88,4/24/2026,,,,,,,
2428,3,14,4275,955,101,3/16/2026,,,,,,,
2429,923,7,1052,116,112,2/14/2026,,,,,,,
2430,701,18,1189,141,443,3/31/2026,,,,,,,
2431,729,1,3017,446,271,2/11/2026,,,,,,,
2432,559,16,4835,502,293,4/7/2026,,,,,,,
2433,520,5,1441,921,175,3/17/2026,,,,,,,
2434,696,3,3857,239,368,4/22/2026,,,,,,,
2435,645,28,4960,438,176,2/20/2026,,,,,,,
2436,398,4,1604,671,446,5/9/2026,,,,,,,
2437,467,24,4819,547,478,3/10/2026,,,,,,,
2438,725,3,4533,102,343,3/26/2026,,,,,,,
2439,427,21,3137,415,237,2/12/2026,,,,,,,
2440,64,29,4535,836,262,4/26/2026,,,,,,,
2441,36,5,2396,872,185,4/1/2026,,,,,,,
2442,488,18,92,670,229,3/22/2026,,,,,,,
2443,310,24,2667,244,52,5/1/2026,,,,,,,
2444,595,29,3474,171,228,3/21/2026,,,,,,,
2445,368,17,2696,850,445,2/18/2026,,,,,,,
2446,92,6,3625,396,245,4/26/2026,,,,,,,
2447,250,6,1793,235,103,2/28/2026,,,,,,,
2448,955,3,1655,809,475,3/8/2026,,,,,,,
2449,461,6,3333,332,111,2/28/2026,,,,,,,
2450,878,14,3017,706,309,3/10/2026,,,,,,,
2451,726,4,798,887,275,2/26/2026,,,,,,,
2452,432,26,472,273,480,3/3/2026,,,,,,,
2453,446,2,2823,834,461,3/26/2026,,,,,,,
2454,506,15,3614,191,81,3/28/2026,,,,,,,
2455,101,5,1914,789,107,3/25/2026,,,,,,,
2456,30,19,860,468,422,4/4/2026,,,,,,,
2457,18,23,2302,838,387,2/23/2026,,,,,,,
2458,884,22,2571,892,420,4/19/2026,,,,,,,
2459,759,16,1916,997,319,4/19/2026,,,,,,,
2460,838,28,4212,346,66,2/11/2026,,,,,,,
2461,965,19,902,893,302,3/18/2026,,,,,,,
2462,255,20,1083,277,145,2/19/2026,,,,,,,
2463,854,23,1635,192,290,4/3/2026,,,,,,,
2464,238,13,2683,781,300,4/23/2026,,,,,,,
2465,79,12,2977,207,331,4/21/2026,,,,,,,
2466,869,10,4543,947,204,4/27/2026,,,,,,,
2467,241,20,3034,717,445,4/8/2026,,,,,,,
2468,233,25,590,407,125,2/15/2026,,,,,,,
2469,704,21,4154,529,373,3/8/2026,,,,,,,
2470,290,14,3663,656,338,3/30/2026,,,,,,,
2471,309,27,4076,417,140,3/23/2026,,,,,,,
2472,345,21,2138,701,145,5/2/2026,,,,,,,
2473,285,4,1460,170,160,3/24/2026,,,,,,,
2474,845,4,4559,422,278,3/2/2026,,,,,,,
2475,988,29,2198,184,156,3/5/2026,,,,,,,
2476,713,11,4047,669,201,5/7/2026,,,,,,,
2477,832,2,2460,448,125,3/9/2026,,,,,,,
2478,135,28,3423,388,334,5/7/2026,,,,,,,
2479,548,2,3677,501,434,4/13/2026,,,,,,,
2480,578,24,4898,686,377,4/27/2026,,,,,,,
2481,651,14,1411,926,435,4/7/2026,,,,,,,
2482,57,29,4875,999,446,4/20/2026,,,,,,,
2483,670,26,3759,400,302,5/5/2026,,,,,,,
2484,927,26,994,199,150,5/2/2026,,,,,,,
2485,139,12,1437,825,482,5/4/2026,,,,,,,
2486,944,20,3609,281,130,3/11/2026,,,,,,,
2487,240,6,3430,748,76,3/18/2026,,,,,,,
2488,430,3,3445,896,151,3/23/2026,,,,,,,
2489,723,28,4095,738,427,5/4/2026,,,,,,,
2490,919,25,4454,915,409,2/15/2026,,,,,,,
2491,727,12,1096,899,109,4/28/2026,,,,,,,
2492,548,4,4671,895,185,4/23/2026,,,,,,,
2493,29,20,114,157,431,2/14/2026,,,,,,,
2494,802,24,3189,378,58,3/26/2026,,,,,,,
2495,793,6,252,645,178,3/22/2026,,,,,,,
2496,119,29,516,288,227,3/4/2026,,,,,,,
2497,520,11,4844,611,126,3/28/2026,,,,,,,
2498,912,13,3001,369,272,5/1/2026,,,,,,,
2499,381,14,1382,291,440,3/4/2026,,,,,,,
2500,550,27,3260,994,121,4/1/2026,,,,,,,
2501,861,20,2471,316,191,3/30/2026,,,,,,,
2502,872,19,3609,932,58,3/8/2026,,,,,,,
2503,992,12,1400,584,458,2/14/2026,,,,,,,
2504,524,25,3156,585,263,4/11/2026,,,,,,,
2505,470,21,2293,324,86,3/29/2026,,,,,,,
2506,51,21,1756,566,223,2/27/2026,,,,,,,
2507,679,24,3720,285,285,4/2/2026,,,,,,,
2508,461,30,4002,748,304,2/21/2026,,,,,,,
2509,769,19,496,360,93,3/24/2026,,,,,,,
2510,266,21,1991,376,212,4/11/2026,,,,,,,
2511,12,30,4063,558,469,4/14/2026,,,,,,,
2512,171,20,3182,134,413,5/5/2026,,,,,,,
2513,217,1,4614,969,319,3/15/2026,,,,,,,
2514,407,16,2121,186,460,2/25/2026,,,,,,,
2515,577,4,308,963,189,5/6/2026,,,,,,,
2516,335,1,1657,335,252,2/19/2026,,,,,,,
2517,240,1,1728,840,477,4/25/2026,,,,,,,
2518,343,16,2033,708,352,5/4/2026,,,,,,,
2519,45,3,223,263,273,4/20/2026,,,,,,,
2520,961,18,2826,347,216,5/10/2026,,,,,,,
2521,498,5,4222,495,307,5/1/2026,,,,,,,
2522,675,28,3723,561,497,4/15/2026,,,,,,,
2523,949,28,2140,189,216,2/21/2026,,,,,,,
2524,779,18,149,346,381,2/27/2026,,,,,,,
2525,398,23,4616,400,313,3/25/2026,,,,,,,
2526,834,20,4264,468,494,4/4/2026,,,,,,,
2527,682,24,1018,402,290,2/19/2026,,,,,,,
2528,392,9,2541,391,174,3/22/2026,,,,,,,
2529,765,17,2331,634,444,5/4/2026,,,,,,,
2530,525,2,414,109,106,4/1/2026,,,,,,,
2531,848,27,1992,281,191,3/6/2026,,,,,,,
2532,10,30,3750,871,132,3/27/2026,,,,,,,
2533,781,20,4534,232,265,2/16/2026,,,,,,,
2534,382,25,1164,201,186,4/17/2026,,,,,,,
2535,310,10,3987,123,319,4/7/2026,,,,,,,
2536,307,27,3412,689,496,2/18/2026,,,,,,,
2537,502,12,4043,541,318,2/18/2026,,,,,,,
2538,166,23,2456,377,428,3/28/2026,,,,,,,
2539,669,12,3838,536,87,2/27/2026,,,,,,,
2540,397,19,398,680,459,3/2/2026,,,,,,,
2541,895,24,3340,649,367,4/10/2026,,,,,,,
2542,867,10,1074,966,423,4/30/2026,,,,,,,
2543,539,1,568,842,404,3/15/2026,,,,,,,
2544,3,13,1152,663,380,3/26/2026,,,,,,,
2545,924,10,2221,596,486,3/19/2026,,,,,,,
2546,992,11,2516,664,237,3/14/2026,,,,,,,
2547,263,2,3063,262,139,2/16/2026,,,,,,,
2548,163,23,2410,187,172,5/8/2026,,,,,,,
2549,302,23,1585,888,185,4/22/2026,,,,,,,
2550,264,9,1318,477,152,4/13/2026,,,,,,,
2551,331,24,3840,603,60,4/17/2026,,,,,,,
2552,621,1,327,568,260,3/2/2026,,,,,,,
2553,821,23,85,139,270,4/21/2026,,,,,,,
2554,781,29,1500,472,85,3/9/2026,,,,,,,
2555,840,7,2721,950,154,3/22/2026,,,,,,,
2556,68,7,1726,869,451,4/2/2026,,,,,,,
2557,191,16,661,672,101,2/14/2026,,,,,,,
2558,386,5,4151,634,495,2/26/2026,,,,,,,
2559,559,7,1304,535,273,3/31/2026,,,,,,,
2560,71,12,3239,822,435,2/12/2026,,,,,,,
2561,691,5,3293,481,475,2/24/2026,,,,,,,
2562,358,8,4650,637,273,3/11/2026,,,,,,,
2563,364,26,4792,176,103,4/3/2026,,,,,,,
2564,26,3,2381,123,301,2/16/2026,,,,,,,
2565,410,12,1120,580,152,4/13/2026,,,,,,,
2566,338,6,4985,483,74,2/13/2026,,,,,,,
2567,1,2,994,865,356,2/11/2026,,,,,,,
2568,80,15,4314,885,122,3/15/2026,,,,,,,
2569,815,6,2137,746,444,3/5/2026,,,,,,,
2570,230,15,1990,470,500,3/10/2026,,,,,,,
2571,317,30,236,523,222,2/24/2026,,,,,,,
2572,100,23,82,882,399,4/30/2026,,,,,,,
2573,109,22,4459,193,117,4/21/2026,,,,,,,
2574,185,11,4753,562,434,5/6/2026,,,,,,,
2575,396,25,1175,702,385,2/22/2026,,,,,,,
2576,853,25,4197,901,492,3/31/2026,,,,,,,
2577,172,3,3260,652,435,3/18/2026,,,,,,,
2578,985,29,2598,933,286,5/1/2026,,,,,,,
2579,380,1,4218,326,240,2/25/2026,,,,,,,
2580,638,26,2210,542,90,4/11/2026,,,,,,,
2581,864,29,3531,587,198,5/4/2026,,,,,,,
2582,886,23,1309,163,453,4/26/2026,,,,,,,
2583,627,7,4296,590,352,3/29/2026,,,,,,,
2584,769,30,2470,851,153,2/26/2026,,,,,,,
2585,303,14,2001,727,279,4/17/2026,,,,,,,
2586,877,16,1983,639,372,2/14/2026,,,,,,,
2587,222,28,3701,573,256,3/27/2026,,,,,,,
2588,723,20,1062,357,69,4/18/2026,,,,,,,
2589,780,1,1190,631,355,2/11/2026,,,,,,,
2590,963,23,3348,407,181,4/4/2026,,,,,,,
2591,130,10,806,654,113,3/14/2026,,,,,,,
2592,577,16,4148,481,243,4/18/2026,,,,,,,
2593,385,1,4946,469,163,5/3/2026,,,,,,,
2594,924,15,3168,538,64,2/11/2026,,,,,,,
2595,726,22,3790,543,214,5/11/2026,,,,,,,
2596,802,24,735,421,75,2/20/2026,,,,,,,
2597,681,10,3458,521,236,4/4/2026,,,,,,,
2598,457,18,1844,494,147,3/14/2026,,,,,,,
2599,363,6,2033,990,244,2/16/2026,,,,,,,
2600,934,25,4824,501,370,5/4/2026,,,,,,,
2601,764,20,1781,354,128,3/11/2026,,,,,,,
2602,250,28,676,412,90,4/24/2026,,,,,,,
2603,789,9,4572,712,321,2/15/2026,,,,,,,
2604,199,21,3228,352,231,3/10/2026,,,,,,,
2605,621,23,4232,348,78,4/17/2026,,,,,,,
2606,557,13,2854,314,340,4/14/2026,,,,,,,
2607,732,25,691,844,398,3/6/2026,,,,,,,
2608,374,6,4286,813,279,3/5/2026,,,,,,,
2609,329,22,1032,993,244,3/11/2026,,,,,,,
2610,81,7,2574,476,340,4/7/2026,,,,,,,
2611,383,28,332,433,443,2/13/2026,,,,,,,
2612,956,14,379,813,260,3/5/2026,,,,,,,
2613,876,29,4042,637,363,4/15/2026,,,,,,,
2614,756,23,415,269,128,2/17/2026,,,,,,,
2615,127,7,3481,864,183,4/16/2026,,,,,,,
2616,400,27,593,834,237,2/27/2026,,,,,,,
2617,274,27,1050,477,446,3/26/2026,,,,,,,
2618,19,12,3600,323,412,2/11/2026,,,,,,,
2619,126,13,725,761,290,3/29/2026,,,,,,,
2620,838,15,511,636,101,3/5/2026,,,,,,,
2621,938,19,1995,506,339,4/19/2026,,,,,,,
2622,267,18,3190,358,489,4/19/2026,,,,,,,
2623,168,7,529,215,161,3/14/2026,,,,,,,
2624,243,14,1546,728,135,2/16/2026,,,,,,,
2625,15,11,2939,905,294,2/21/2026,,,,,,,
2626,635,6,1918,373,190,4/24/2026,,,,,,,
2627,143,14,3477,220,475,3/12/2026,,,,,,,
2628,310,14,2607,549,458,3/31/2026,,,,,,,
2629,607,18,652,702,372,2/16/2026,,,,,,,
2630,248,17,3698,719,492,3/17/2026,,,,,,,
2631,700,22,4636,804,458,4/21/2026,,,,,,,
2632,877,1,2158,902,394,3/5/2026,,,,,,,
2633,530,8,1197,633,396,3/8/2026,,,,,,,
2634,193,16,578,326,331,2/27/2026,,,,,,,
2635,989,24,2552,666,335,3/25/2026,,,,,,,
2636,647,21,2203,977,450,2/23/2026,,,,,,,
2637,477,26,315,815,285,3/7/2026,,,,,,,
2638,671,19,4425,315,271,4/16/2026,,,,,,,
2639,303,14,321,673,449,2/14/2026,,,,,,,
2640,104,26,4157,534,63,4/17/2026,,,,,,,
2641,425,12,2279,399,108,4/15/2026,,,,,,,
2642,361,2,4308,519,437,3/4/2026,,,,,,,
2643,769,11,1057,937,139,2/14/2026,,,,,,,
2644,762,28,4822,469,467,5/2/2026,,,,,,,
2645,444,21,850,961,315,2/15/2026,,,,,,,
2646,631,19,1243,976,143,3/12/2026,,,,,,,
2647,704,18,4325,533,117,5/3/2026,,,,,,,
2648,488,1,4243,198,310,4/29/2026,,,,,,,
2649,417,17,435,532,392,4/9/2026,,,,,,,
2650,218,7,3560,537,267,4/6/2026,,,,,,,
2651,845,8,425,312,403,5/1/2026,,,,,,,
2652,656,28,3014,424,254,4/12/2026,,,,,,,
2653,113,16,4032,873,435,3/18/2026,,,,,,,
2654,270,30,4602,888,88,3/13/2026,,,,,,,
2655,459,15,658,152,100,3/17/2026,,,,,,,
2656,893,17,3720,805,361,3/19/2026,,,,,,,
2657,956,16,1231,798,449,4/26/2026,,,,,,,
2658,423,26,3285,564,477,2/27/2026,,,,,,,
2659,900,8,999,908,176,4/26/2026,,,,,,,
2660,29,19,1226,161,350,3/22/2026,,,,,,,
2661,301,19,3189,716,167,5/6/2026,,,,,,,
2662,937,10,2747,537,344,4/14/2026,,,,,,,
2663,681,14,4979,381,53,2/14/2026,,,,,,,
2664,130,29,703,814,59,3/10/2026,,,,,,,
2665,404,2,78,549,257,5/9/2026,,,,,,,
2666,561,15,2089,394,364,3/18/2026,,,,,,,
2667,892,11,4612,700,422,3/9/2026,,,,,,,
2668,324,24,2557,172,225,5/2/2026,,,,,,,
2669,370,7,888,594,226,3/15/2026,,,,,,,
2670,201,26,887,920,65,4/14/2026,,,,,,,
2671,170,13,1376,868,500,3/10/2026,,,,,,,
2672,66,19,4240,436,469,4/12/2026,,,,,,,
2673,338,21,4599,691,338,4/5/2026,,,,,,,
2674,764,4,2520,286,267,2/23/2026,,,,,,,
2675,745,20,3933,221,131,3/7/2026,,,,,,,
2676,850,20,4229,140,69,2/25/2026,,,,,,,
2677,38,3,4997,668,209,3/25/2026,,,,,,,
2678,383,2,4765,553,223,4/4/2026,,,,,,,
2679,937,5,406,381,288,5/6/2026,,,,,,,
2680,85,14,3594,338,248,3/13/2026,,,,,,,
2681,504,7,3180,535,159,3/12/2026,,,,,,,
2682,19,13,2468,444,424,3/6/2026,,,,,,,
2683,867,20,1773,521,293,5/7/2026,,,,,,,
2684,969,12,2409,711,156,2/21/2026,,,,,,,
2685,377,20,1201,637,454,4/23/2026,,,,,,,
2686,754,15,660,362,267,5/8/2026,,,,,,,
2687,29,24,141,167,168,3/15/2026,,,,,,,
2688,729,19,761,193,444,3/27/2026,,,,,,,
2689,837,1,4009,224,133,2/23/2026,,,,,,,
2690,956,29,4089,733,56,2/24/2026,,,,,,,
2691,599,18,4633,785,454,4/5/2026,,,,,,,
2692,462,16,728,245,74,3/14/2026,,,,,,,
2693,762,8,3069,776,463,3/30/2026,,,,,,,
2694,517,24,2997,841,421,5/11/2026,,,,,,,
2695,447,5,3749,411,500,3/17/2026,,,,,,,
2696,974,26,2098,689,492,3/16/2026,,,,,,,
2697,262,9,898,111,383,3/9/2026,,,,,,,
2698,477,13,3563,473,455,2/13/2026,,,,,,,
2699,250,23,3041,429,98,2/11/2026,,,,,,,
2700,30,24,832,980,319,2/22/2026,,,,,,,
2701,954,26,3899,781,340,3/25/2026,,,,,,,
2702,62,7,3000,244,199,2/28/2026,,,,,,,
2703,739,17,2168,700,198,4/4/2026,,,,,,,
2704,906,22,1649,111,133,2/28/2026,,,,,,,
2705,501,22,2627,430,436,4/13/2026,,,,,,,
2706,592,23,4931,789,408,4/8/2026,,,,,,,
2707,933,13,2541,678,390,4/4/2026,,,,,,,
2708,374,15,1572,571,482,3/15/2026,,,,,,,
2709,401,28,244,870,149,2/24/2026,,,,,,,
2710,993,15,4702,341,92,5/7/2026,,,,,,,
2711,315,26,3891,830,230,2/23/2026,,,,,,,
2712,930,27,4585,532,377,4/12/2026,,,,,,,
2713,402,28,4488,641,130,4/19/2026,,,,,,,
2714,764,26,2993,903,165,3/29/2026,,,,,,,
2715,72,28,2807,214,401,3/18/2026,,,,,,,
2716,682,11,3736,331,235,3/10/2026,,,,,,,
2717,394,28,1424,910,298,4/7/2026,,,,,,,
2718,979,22,2174,381,202,4/25/2026,,,,,,,
2719,97,19,1744,369,270,3/1/2026,,,,,,,
2720,374,30,2525,475,340,3/21/2026,,,,,,,
2721,936,1,618,282,327,2/14/2026,,,,,,,
2722,461,26,1477,255,406,3/7/2026,,,,,,,
2723,323,12,1791,364,242,4/30/2026,,,,,,,
2724,332,15,4208,615,435,3/28/2026,,,,,,,
2725,319,28,1863,827,389,3/24/2026,,,,,,,
2726,754,16,2425,882,139,2/13/2026,,,,,,,
2727,362,4,1497,745,240,5/2/2026,,,,,,,
2728,286,10,3511,259,290,5/8/2026,,,,,,,
2729,840,4,2996,643,289,2/14/2026,,,,,,,
2730,179,23,3377,672,352,3/8/2026,,,,,,,
2731,833,5,2423,677,69,4/6/2026,,,,,,,
2732,876,10,4300,102,359,2/11/2026,,,,,,,
2733,663,30,216,856,165,2/14/2026,,,,,,,
2734,380,14,2291,926,109,4/16/2026,,,,,,,
2735,619,25,3389,231,75,3/8/2026,,,,,,,
2736,662,11,4659,708,204,5/11/2026,,,,,,,
2737,575,20,1586,294,180,2/26/2026,,,,,,,
2738,699,4,2855,509,407,3/20/2026,,,,,,,
2739,617,25,3943,246,251,4/8/2026,,,,,,,
2740,140,9,4611,947,451,5/11/2026,,,,,,,
2741,971,11,4486,793,374,5/3/2026,,,,,,,
2742,789,20,2848,735,115,5/2/2026,,,,,,,
2743,270,9,4370,369,500,4/24/2026,,,,,,,
2744,761,20,4422,616,370,4/15/2026,,,,,,,
2745,997,29,3395,296,74,2/17/2026,,,,,,,
2746,420,28,4251,631,469,3/2/2026,,,,,,,
2747,371,28,132,833,174,4/15/2026,,,,,,,
2748,525,15,436,994,427,5/2/2026,,,,,,,
2749,604,10,1831,204,145,4/9/2026,,,,,,,
2750,966,17,1137,219,216,5/9/2026,,,,,,,
2751,163,10,2511,144,300,3/15/2026,,,,,,,
2752,287,26,1153,976,446,2/16/2026,,,,,,,
2753,458,26,1770,351,131,2/20/2026,,,,,,,
2754,223,20,994,282,231,4/7/2026,,,,,,,
2755,951,1,1252,190,451,2/14/2026,,,,,,,
2756,889,3,4515,544,61,3/18/2026,,,,,,,
2757,463,11,819,588,460,3/16/2026,,,,,,,
2758,657,16,3174,646,173,4/18/2026,,,,,,,
2759,719,20,1321,516,493,4/15/2026,,,,,,,
2760,315,6,1681,238,443,4/27/2026,,,,,,,
2761,630,11,2250,854,74,4/25/2026,,,,,,,
2762,337,14,4206,454,245,3/26/2026,,,,,,,
2763,873,5,3096,167,489,5/4/2026,,,,,,,
2764,803,3,4366,505,101,2/16/2026,,,,,,,
2765,253,21,4465,887,497,2/19/2026,,,,,,,
2766,297,30,1196,883,149,5/7/2026,,,,,,,
2767,156,19,3783,994,128,4/30/2026,,,,,,,
2768,410,4,2355,913,85,3/11/2026,,,,,,,
2769,802,8,1513,297,310,3/18/2026,,,,,,,
2770,853,29,932,844,175,2/13/2026,,,,,,,
2771,789,3,2892,707,196,3/7/2026,,,,,,,
2772,808,8,4186,627,157,4/6/2026,,,,,,,
2773,129,21,130,123,158,3/14/2026,,,,,,,
2774,536,5,2350,372,164,4/18/2026,,,,,,,
2775,827,13,3537,147,477,5/10/2026,,,,,,,
2776,343,18,4073,507,158,2/12/2026,,,,,,,
2777,582,12,3135,590,181,3/2/2026,,,,,,,
2778,671,30,995,664,104,4/2/2026,,,,,,,
2779,849,9,3470,906,310,3/20/2026,,,,,,,
2780,880,6,4728,788,63,5/11/2026,,,,,,,
2781,678,16,1861,965,393,2/13/2026,,,,,,,
2782,263,23,4613,298,340,3/25/2026,,,,,,,
2783,22,30,4930,783,180,5/10/2026,,,,,,,
2784,42,28,1051,399,374,5/3/2026,,,,,,,
2785,59,27,4841,842,56,4/22/2026,,,,,,,
2786,842,18,1794,138,399,4/17/2026,,,,,,,
2787,60,10,218,409,423,4/21/2026,,,,,,,
2788,599,5,780,957,363,4/25/2026,,,,,,,
2789,720,6,263,515,53,2/19/2026,,,,,,,
2790,105,29,4532,321,235,3/25/2026,,,,,,,
2791,29,21,2104,290,377,4/25/2026,,,,,,,
2792,125,22,4666,329,382,4/13/2026,,,,,,,
2793,808,9,4811,682,112,3/27/2026,,,,,,,
2794,790,1,2972,798,428,5/1/2026,,,,,,,
2795,76,26,2063,740,88,2/17/2026,,,,,,,
2796,927,19,2003,149,197,3/7/2026,,,,,,,
2797,184,7,4695,952,464,3/25/2026,,,,,,,
2798,26,16,3600,791,389,5/4/2026,,,,,,,
2799,287,20,2813,524,478,3/11/2026,,,,,,,
2800,524,4,4294,865,371,2/14/2026,,,,,,,
2801,813,25,813,452,446,3/12/2026,,,,,,,
2802,957,3,2652,505,352,3/8/2026,,,,,,,
2803,259,22,2077,954,106,4/24/2026,,,,,,,
2804,956,25,2769,302,434,4/3/2026,,,,,,,
2805,712,12,2901,202,493,4/6/2026,,,,,,,
2806,755,13,3401,516,113,2/23/2026,,,,,,,
2807,742,4,1839,744,414,2/24/2026,,,,,,,
2808,539,4,2350,837,245,3/9/2026,,,,,,,
2809,832,1,582,286,65,2/19/2026,,,,,,,
2810,281,30,2577,334,90,3/7/2026,,,,,,,
2811,492,17,830,899,223,3/6/2026,,,,,,,
2812,297,6,957,835,262,4/29/2026,,,,,,,
2813,230,23,2362,989,187,2/28/2026,,,,,,,
2814,536,16,2933,774,329,5/6/2026,,,,,,,
2815,307,23,212,159,442,5/7/2026,,,,,,,
2816,534,10,905,177,140,4/23/2026,,,,,,,
2817,580,14,3596,998,74,4/28/2026,,,,,,,
2818,510,10,1554,278,70,5/3/2026,,,,,,,
2819,413,30,3314,116,314,3/8/2026,,,,,,,
2820,613,25,4828,825,400,4/22/2026,,,,,,,
2821,729,12,1144,727,115,4/30/2026,,,,,,,
2822,89,20,944,925,281,2/23/2026,,,,,,,
2823,164,8,139,664,499,4/5/2026,,,,,,,
2824,328,26,666,151,184,4/27/2026,,,,,,,
2825,986,17,284,770,490,3/16/2026,,,,,,,
2826,605,30,317,234,449,4/6/2026,,,,,,,
2827,235,7,3693,868,309,3/15/2026,,,,,,,
2828,950,14,2383,584,477,4/7/2026,,,,,,,
2829,909,11,3517,519,181,2/24/2026,,,,,,,
2830,604,24,3417,904,209,3/17/2026,,,,,,,
2831,433,25,4226,600,196,2/25/2026,,,,,,,
2832,132,27,3060,473,449,4/1/2026,,,,,,,
2833,302,15,1959,315,291,3/17/2026,,,,,,,
2834,583,9,4681,429,180,2/22/2026,,,,,,,
2835,377,20,2881,265,69,5/3/2026,,,,,,,
2836,817,18,2331,115,55,4/10/2026,,,,,,,
2837,295,21,4410,869,61,5/8/2026,,,,,,,
2838,255,28,3285,674,140,5/5/2026,,,,,,,
2839,304,9,1271,417,165,4/12/2026,,,,,,,
2840,361,15,3195,491,290,5/9/2026,,,,,,,
2841,212,10,4955,280,239,2/12/2026,,,,,,,
2842,273,10,1478,402,235,4/12/2026,,,,,,,
2843,691,11,434,780,272,3/3/2026,,,,,,,
2844,317,26,1882,936,82,4/17/2026,,,,,,,
2845,676,9,1811,958,321,4/19/2026,,,,,,,
2846,251,9,3686,305,137,2/12/2026,,,,,,,
2847,402,11,4634,840,123,3/1/2026,,,,,,,
2848,820,29,2084,531,286,4/13/2026,,,,,,,
2849,825,8,1347,736,409,3/27/2026,,,,,,,
2850,363,13,4082,805,68,4/27/2026,,,,,,,
2851,665,4,2508,259,405,5/4/2026,,,,,,,
2852,531,18,3445,592,402,3/29/2026,,,,,,,
2853,234,25,2229,221,226,4/25/2026,,,,,,,
2854,365,13,3491,247,51,2/19/2026,,,,,,,
2855,342,5,3492,548,62,4/3/2026,,,,,,,
2856,114,26,4341,310,121,4/12/2026,,,,,,,
2857,77,29,1702,333,461,2/22/2026,,,,,,,
2858,266,26,4549,535,451,4/24/2026,,,,,,,
2859,729,29,4190,666,183,2/16/2026,,,,,,,
2860,809,30,706,539,133,4/24/2026,,,,,,,
2861,322,30,2806,930,470,4/21/2026,,,,,,,
2862,577,22,2454,286,476,5/10/2026,,,,,,,
2863,854,1,4877,652,482,4/17/2026,,,,,,,
2864,312,5,2872,192,73,2/17/2026,,,,,,,
2865,189,12,2338,573,247,4/2/2026,,,,,,,
2866,121,1,4080,992,76,4/13/2026,,,,,,,
2867,998,27,2686,483,341,2/28/2026,,,,,,,
2868,638,20,3164,126,372,2/12/2026,,,,,,,
2869,308,14,4778,842,238,3/11/2026,,,,,,,
2870,859,10,4515,245,405,5/11/2026,,,,,,,
2871,245,5,4642,669,305,2/26/2026,,,,,,,
2872,587,15,2639,891,154,2/19/2026,,,,,,,
2873,549,10,3822,391,340,2/26/2026,,,,,,,
2874,93,25,2418,662,131,4/20/2026,,,,,,,
2875,97,10,1531,836,444,3/22/2026,,,,,,,
2876,985,21,439,952,476,3/3/2026,,,,,,,
2877,787,7,111,722,194,2/27/2026,,,,,,,
2878,337,20,2176,167,369,4/25/2026,,,,,,,
2879,57,9,4051,146,336,5/7/2026,,,,,,,
2880,311,15,4581,256,244,4/29/2026,,,,,,,
2881,889,19,4695,808,233,4/7/2026,,,,,,,
2882,762,6,3030,628,317,3/10/2026,,,,,,,
2883,53,14,4933,222,130,3/11/2026,,,,,,,
2884,236,26,2634,376,492,4/10/2026,,,,,,,
2885,800,6,4464,665,363,2/15/2026,,,,,,,
2886,579,15,3598,463,360,4/2/2026,,,,,,,
2887,786,6,1183,440,403,3/31/2026,,,,,,,
2888,803,13,3926,326,210,3/29/2026,,,,,,,
2889,338,17,2282,698,368,4/30/2026,,,,,,,
2890,975,27,2589,379,431,4/5/2026,,,,,,,
2891,36,15,3167,448,231,2/13/2026,,,,,,,
2892,536,13,3256,379,128,5/1/2026,,,,,,,
2893,837,2,183,365,120,2/19/2026,,,,,,,
2894,707,27,2852,759,216,2/16/2026,,,,,,,
2895,925,11,1079,492,301,4/13/2026,,,,,,,
2896,342,15,1146,447,203,5/3/2026,,,,,,,
2897,687,21,3995,455,344,3/10/2026,,,,,,,
2898,265,25,2139,126,128,3/26/2026,,,,,,,
2899,858,8,311,436,146,3/27/2026,,,,,,,
2900,875,22,614,323,137,4/12/2026,,,,,,,
