PO_ID,Supplier_ID,Product_ID,Order_Date,Expected_Date,Actual_Date,Quantity,PO_Status,,,,,,
5261,113,499,3/31/2024,4/3/2024,4/4/2024,1748,Open,,,,,,
5262,139,124,10/19/2025,11/1/2025,11/3/2025,4664,Delayed,,,,,,
5263,114,29,4/20/2025,5/3/2025,5/3/2025,4675,Open,,,,,,
5264,107,238,1/11/2024,1/25/2024,1/31/2024,3754,Closed,,,,,,
5265,184,92,3/31/2025,4/15/2025,4/16/2025,1468,Closed,,,,,,
5266,158,881,4/13/2025,4/20/2025,4/24/2025,3329,Delayed,,,,,,
5267,81,120,2/21/2025,3/13/2025,3/14/2025,1923,Open,,,,,,
5268,82,687,9/26/2025,10/4/2025,10/6/2025,3902,Open,,,,,,
5269,146,592,2/24/2025,3/3/2025,3/1/2025,2575,Closed,,,,,,
5270,75,424,8/30/2025,9/3/2025,9/6/2025,3485,Delayed,,,,,,
5271,105,708,9/26/2024,10/12/2024,10/18/2024,4257,Delayed,,,,,,
5272,148,228,3/31/2025,4/8/2025,4/12/2025,508,Open,,,,,,
5273,14,956,9/21/2024,10/11/2024,10/17/2024,4414,Closed,,,,,,
5274,143,293,7/4/2024,7/21/2024,7/19/2024,4303,Open,,,,,,
5275,183,194,2/27/2025,3/15/2025,3/13/2025,1621,Open,,,,,,
5276,99,332,10/27/2025,11/12/2025,11/10/2025,4376,Delayed,,,,,,
5277,159,143,10/23/2024,11/5/2024,11/8/2024,769,Closed,,,,,,
5278,58,178,11/7/2025,11/25/2025,11/30/2025,1264,Delayed,,,,,,
5279,117,170,5/14/2024,5/31/2024,6/6/2024,3648,Delayed,,,,,,
5280,61,337,5/9/2024,5/20/2024,5/23/2024,1671,Open,,,,,,
5281,75,550,12/3/2024,12/19/2024,12/18/2024,354,Delayed,,,,,,
5282,157,339,8/31/2024,9/11/2024,9/13/2024,1636,Open,,,,,,
5283,110,298,8/10/2024,8/16/2024,8/18/2024,855,Closed,,,,,,
5284,107,594,10/5/2025,10/14/2025,10/20/2025,711,Open,,,,,,
5285,98,979,7/13/2024,7/24/2024,7/30/2024,1008,Open,,,,,,
5286,85,480,11/26/2024,12/14/2024,12/20/2024,485,Closed,,,,,,
5287,144,805,5/25/2024,6/1/2024,6/7/2024,3119,Closed,,,,,,
5288,191,81,7/10/2025,7/14/2025,7/13/2025,1729,Delayed,,,,,,
5289,36,223,8/11/2025,8/28/2025,9/3/2025,1091,Open,,,,,,
5290,176,198,3/17/2025,3/31/2025,3/30/2025,845,Open,,,,,,
5291,76,143,10/13/2024,10/21/2024,10/24/2024,2432,Delayed,,,,,,
5292,197,191,9/24/2025,10/6/2025,10/8/2025,1198,Delayed,,,,,,
5293,36,874,5/28/2025,6/8/2025,6/13/2025,3716,Closed,,,,,,
5294,23,135,10/4/2024,10/15/2024,10/17/2024,1574,Open,,,,,,
5295,130,651,5/28/2024,6/16/2024,6/18/2024,1118,Delayed,,,,,,
5296,66,438,5/17/2025,6/4/2025,6/3/2025,2022,Delayed,,,,,,
5297,83,613,7/21/2025,7/26/2025,7/24/2025,4825,Open,,,,,,
5298,153,200,5/27/2024,6/12/2024,6/13/2024,2701,Open,,,,,,
5299,174,908,8/3/2024,8/6/2024,8/5/2024,3964,Closed,,,,,,
5300,91,682,6/16/2025,6/21/2025,6/22/2025,3315,Open,,,,,,
5301,81,262,8/19/2024,8/31/2024,9/4/2024,3541,Closed,,,,,,
5302,158,300,3/30/2024,4/3/2024,4/3/2024,3629,Delayed,,,,,,
5303,169,816,11/13/2025,11/24/2025,11/25/2025,4198,Delayed,,,,,,
5304,142,824,7/11/2024,7/23/2024,7/25/2024,2396,Delayed,,,,,,
5305,185,549,10/30/2025,11/3/2025,11/3/2025,3862,Open,,,,,,
5306,132,786,10/12/2025,10/23/2025,10/25/2025,292,Closed,,,,,,
5307,172,663,8/28/2024,9/13/2024,9/13/2024,465,Open,,,,,,
5308,19,959,11/22/2024,12/5/2024,12/8/2024,4816,Closed,,,,,,
5309,162,468,10/11/2025,10/18/2025,10/16/2025,340,Closed,,,,,,
5310,8,915,9/18/2024,10/3/2024,10/6/2024,1673,Closed,,,,,,
5311,156,797,4/13/2024,4/24/2024,4/28/2024,869,Closed,,,,,,
5312,184,168,9/20/2024,10/3/2024,10/6/2024,4177,Closed,,,,,,
5313,174,710,9/3/2025,9/14/2025,9/17/2025,967,Delayed,,,,,,
5314,46,705,4/16/2024,4/29/2024,5/1/2024,4090,Closed,,,,,,
5315,71,709,10/16/2025,11/4/2025,11/6/2025,2300,Open,,,,,,
5316,47,364,9/30/2024,10/17/2024,10/20/2024,1521,Open,,,,,,
5317,146,648,5/5/2024,5/14/2024,5/17/2024,771,Delayed,,,,,,
5318,38,459,4/14/2024,4/21/2024,4/25/2024,1643,Closed,,,,,,
5319,33,344,9/4/2024,9/12/2024,9/10/2024,891,Delayed,,,,,,
5320,18,487,3/8/2024,3/24/2024,3/26/2024,883,Closed,,,,,,
5321,166,906,6/17/2025,7/6/2025,7/11/2025,2999,Delayed,,,,,,
5322,182,970,7/11/2025,7/23/2025,7/25/2025,3682,Delayed,,,,,,
5323,10,709,11/3/2025,11/19/2025,11/23/2025,3596,Delayed,,,,,,
5324,154,395,6/27/2024,7/3/2024,7/8/2024,1783,Open,,,,,,
5325,57,994,9/30/2025,10/5/2025,10/7/2025,1522,Open,,,,,,
5326,135,499,9/21/2024,10/8/2024,10/8/2024,2442,Closed,,,,,,
5327,182,994,3/29/2025,4/3/2025,4/1/2025,3291,Open,,,,,,
5328,131,438,9/5/2024,9/22/2024,9/20/2024,821,Open,,,,,,
5329,78,586,3/2/2024,3/22/2024,3/24/2024,1545,Closed,,,,,,
5330,27,943,12/23/2024,1/3/2025,1/4/2025,1105,Delayed,,,,,,
5331,100,102,5/12/2024,5/20/2024,5/22/2024,3484,Closed,,,,,,
5332,200,230,11/21/2024,12/11/2024,12/17/2024,382,Closed,,,,,,
5333,49,39,3/27/2024,4/4/2024,4/2/2024,121,Closed,,,,,,
5334,198,835,3/1/2024,3/4/2024,3/4/2024,2490,Closed,,,,,,
5335,175,927,4/2/2024,4/20/2024,4/22/2024,4802,Open,,,,,,
5336,23,345,4/29/2024,5/11/2024,5/11/2024,2134,Delayed,,,,,,
5337,150,535,1/4/2025,1/8/2025,1/6/2025,4350,Open,,,,,,
5338,172,102,3/10/2024,3/18/2024,3/24/2024,1189,Delayed,,,,,,
5339,163,663,3/24/2024,4/6/2024,4/6/2024,1211,Closed,,,,,,
5340,169,850,8/25/2025,8/31/2025,9/5/2025,1098,Delayed,,,,,,
5341,42,974,11/14/2025,11/22/2025,11/28/2025,3265,Open,,,,,,
5342,149,961,2/9/2024,2/24/2024,2/27/2024,4891,Delayed,,,,,,
5343,121,838,10/25/2025,11/7/2025,11/6/2025,529,Open,,,,,,
5344,86,299,2/17/2024,2/24/2024,2/25/2024,4398,Open,,,,,,
5345,93,583,3/2/2025,3/7/2025,3/12/2025,1175,Closed,,,,,,
5346,135,365,10/21/2025,10/28/2025,11/3/2025,3027,Open,,,,,,
5347,119,955,7/10/2025,7/18/2025,7/22/2025,3521,Delayed,,,,,,
5348,89,126,10/20/2025,10/28/2025,10/26/2025,1429,Open,,,,,,
5349,128,985,1/15/2025,2/4/2025,2/2/2025,3587,Delayed,,,,,,
5350,177,303,9/18/2024,9/29/2024,10/3/2024,2541,Delayed,,,,,,
5351,199,282,3/3/2024,3/19/2024,3/25/2024,1506,Open,,,,,,
5352,19,472,10/16/2025,11/4/2025,11/2/2025,2310,Closed,,,,,,
5353,17,227,2/4/2025,2/24/2025,2/24/2025,254,Open,,,,,,
5354,22,616,11/1/2024,11/17/2024,11/17/2024,1420,Delayed,,,,,,
5355,34,368,3/26/2024,4/13/2024,4/17/2024,3169,Closed,,,,,,
5356,110,894,10/22/2024,10/27/2024,10/28/2024,210,Closed,,,,,,
5357,26,701,7/18/2025,8/2/2025,8/8/2025,228,Delayed,,,,,,
5358,104,166,8/16/2024,8/25/2024,8/25/2024,3390,Open,,,,,,
5359,107,61,8/21/2025,9/7/2025,9/13/2025,3523,Delayed,,,,,,
5360,39,476,8/4/2024,8/7/2024,8/6/2024,1399,Closed,,,,,,
5361,185,784,8/31/2025,9/10/2025,9/9/2025,2161,Open,,,,,,
5362,107,867,9/22/2025,10/1/2025,10/1/2025,2071,Delayed,,,,,,
5363,112,938,7/2/2025,7/12/2025,7/11/2025,4678,Open,,,,,,
5364,181,413,1/25/2025,2/4/2025,2/4/2025,1829,Open,,,,,,
5365,2,225,9/9/2025,9/15/2025,9/20/2025,1975,Delayed,,,,,,
5366,135,923,2/14/2025,3/6/2025,3/8/2025,2285,Closed,,,,,,
5367,28,807,8/12/2024,8/26/2024,8/24/2024,1454,Closed,,,,,,
5368,12,407,3/27/2025,4/9/2025,4/13/2025,1864,Open,,,,,,
5369,11,626,11/10/2025,11/15/2025,11/15/2025,347,Closed,,,,,,
5370,45,515,4/26/2024,5/13/2024,5/14/2024,2984,Open,,,,,,
5371,194,21,1/28/2024,2/14/2024,2/14/2024,4606,Open,,,,,,
5372,133,834,10/10/2025,10/17/2025,10/21/2025,2328,Closed,,,,,,
5373,89,454,7/13/2025,7/22/2025,7/20/2025,2186,Delayed,,,,,,
5374,17,237,5/29/2025,6/14/2025,6/12/2025,2980,Closed,,,,,,
5375,161,713,1/23/2024,2/3/2024,2/4/2024,954,Delayed,,,,,,
5376,9,463,2/25/2025,3/11/2025,3/14/2025,3602,Closed,,,,,,
5377,44,858,8/21/2024,8/25/2024,8/25/2024,1435,Closed,,,,,,
5378,187,808,5/6/2024,5/25/2024,5/27/2024,4205,Delayed,,,,,,
5379,114,500,4/6/2025,4/12/2025,4/11/2025,4023,Open,,,,,,
5380,153,719,4/5/2025,4/21/2025,4/24/2025,2275,Open,,,,,,
5381,2,23,2/6/2024,2/11/2024,2/10/2024,2355,Open,,,,,,
5382,93,599,6/11/2024,6/25/2024,6/30/2024,1411,Closed,,,,,,
5383,126,29,6/20/2024,6/29/2024,7/5/2024,3597,Closed,,,,,,
5384,35,185,3/19/2025,4/4/2025,4/5/2025,2601,Open,,,,,,
5385,104,564,4/20/2025,4/28/2025,4/29/2025,963,Closed,,,,,,
5386,22,746,12/2/2025,12/6/2025,12/12/2025,365,Delayed,,,,,,
5387,70,920,12/24/2025,1/2/2026,1/6/2026,980,Closed,,,,,,
5388,152,737,8/16/2024,9/5/2024,9/7/2024,4696,Closed,,,,,,
5389,195,167,12/31/2025,1/8/2026,1/8/2026,2404,Open,,,,,,
5390,26,389,7/26/2024,8/8/2024,8/6/2024,2333,Open,,,,,,
5391,138,147,4/29/2025,5/6/2025,5/11/2025,3767,Delayed,,,,,,
5392,27,883,5/1/2025,5/12/2025,5/18/2025,1868,Delayed,,,,,,
5393,38,125,12/19/2024,1/2/2025,1/2/2025,2313,Open,,,,,,
5394,49,506,12/2/2024,12/15/2024,12/16/2024,3830,Open,,,,,,
5395,53,279,4/21/2025,4/26/2025,4/25/2025,2313,Delayed,,,,,,
5396,95,700,5/20/2024,5/23/2024,5/21/2024,103,Open,,,,,,
5397,67,861,9/9/2025,9/17/2025,9/19/2025,3382,Closed,,,,,,
5398,170,806,2/19/2025,3/10/2025,3/12/2025,3738,Delayed,,,,,,
5399,189,890,4/18/2024,4/30/2024,5/2/2024,3345,Delayed,,,,,,
5400,14,829,2/15/2024,3/2/2024,3/1/2024,4635,Closed,,,,,,
5401,80,447,2/23/2024,3/5/2024,3/6/2024,781,Delayed,,,,,,
5402,160,632,5/8/2025,5/22/2025,5/22/2025,3456,Delayed,,,,,,
5403,54,261,3/17/2025,4/6/2025,4/10/2025,2776,Open,,,,,,
5404,126,681,12/9/2024,12/14/2024,12/15/2024,669,Delayed,,,,,,
5405,158,212,12/17/2025,12/30/2025,12/31/2025,183,Closed,,,,,,
5406,149,564,1/16/2025,1/30/2025,2/1/2025,270,Open,,,,,,
5407,1,551,2/9/2025,3/1/2025,3/7/2025,1784,Delayed,,,,,,
5408,144,463,2/9/2025,2/17/2025,2/18/2025,4835,Closed,,,,,,
5409,124,960,4/30/2025,5/11/2025,5/12/2025,3906,Delayed,,,,,,
5410,77,319,1/15/2024,1/19/2024,1/24/2024,807,Open,,,,,,
5411,71,238,5/8/2025,5/21/2025,5/23/2025,3593,Open,,,,,,
5412,121,532,10/21/2025,10/28/2025,11/3/2025,1862,Closed,,,,,,
5413,104,486,3/9/2025,3/28/2025,3/31/2025,2325,Delayed,,,,,,
5414,17,353,4/1/2024,4/12/2024,4/10/2024,726,Open,,,,,,
5415,186,539,7/16/2024,7/23/2024,7/28/2024,3973,Delayed,,,,,,
5416,155,824,6/5/2025,6/17/2025,6/19/2025,1387,Closed,,,,,,
5417,123,572,2/7/2025,2/20/2025,2/19/2025,4037,Delayed,,,,,,
5418,72,644,11/28/2025,12/13/2025,12/15/2025,1677,Delayed,,,,,,
5419,5,394,8/28/2024,9/15/2024,9/14/2024,143,Closed,,,,,,
5420,81,522,10/7/2025,10/14/2025,10/20/2025,3519,Open,,,,,,
5421,41,253,9/2/2025,9/15/2025,9/14/2025,2343,Open,,,,,,
5422,21,157,8/4/2025,8/11/2025,8/10/2025,3182,Closed,,,,,,
5423,113,861,11/1/2024,11/9/2024,11/8/2024,4542,Delayed,,,,,,
5424,15,563,11/14/2024,11/29/2024,11/30/2024,1482,Open,,,,,,
5425,198,67,5/10/2024,5/29/2024,5/29/2024,2982,Closed,,,,,,
5426,4,546,9/22/2024,10/10/2024,10/12/2024,2695,Delayed,,,,,,
5427,97,779,10/26/2024,11/12/2024,11/17/2024,364,Closed,,,,,,
5428,4,435,6/13/2024,6/19/2024,6/21/2024,3424,Closed,,,,,,
5429,63,246,7/16/2025,7/28/2025,8/3/2025,3202,Open,,,,,,
5430,29,571,7/17/2024,7/29/2024,8/1/2024,1862,Open,,,,,,
5431,60,493,3/13/2024,3/24/2024,3/25/2024,2355,Closed,,,,,,
5432,172,2,8/26/2025,9/3/2025,9/6/2025,3737,Closed,,,,,,
5433,68,622,1/8/2024,1/14/2024,1/12/2024,2775,Open,,,,,,
5434,196,452,10/16/2025,10/24/2025,10/27/2025,911,Closed,,,,,,
5435,94,38,10/24/2024,11/11/2024,11/15/2024,4064,Delayed,,,,,,
5436,133,604,11/20/2024,12/9/2024,12/8/2024,4592,Delayed,,,,,,
5437,33,616,10/29/2024,11/14/2024,11/13/2024,3797,Delayed,,,,,,
5438,25,179,1/11/2025,1/23/2025,1/27/2025,2000,Open,,,,,,
5439,15,89,6/14/2024,7/2/2024,7/3/2024,3647,Closed,,,,,,
5440,121,265,8/29/2024,9/15/2024,9/17/2024,3811,Closed,,,,,,
5441,63,986,6/12/2024,6/19/2024,6/22/2024,3314,Closed,,,,,,
5442,86,414,2/4/2024,2/14/2024,2/17/2024,3960,Closed,,,,,,
5443,162,62,10/3/2024,10/18/2024,10/20/2024,3083,Delayed,,,,,,
5444,53,804,7/8/2025,7/18/2025,7/21/2025,4482,Delayed,,,,,,
5445,148,270,3/1/2024,3/21/2024,3/26/2024,1825,Delayed,,,,,,
5446,143,870,8/30/2024,9/3/2024,9/8/2024,2355,Closed,,,,,,
5447,81,401,3/13/2024,3/18/2024,3/16/2024,1647,Open,,,,,,
5448,87,166,4/6/2025,4/19/2025,4/21/2025,950,Delayed,,,,,,
5449,162,211,1/19/2025,1/27/2025,1/26/2025,1161,Delayed,,,,,,
5450,110,905,9/23/2024,9/28/2024,9/27/2024,2018,Open,,,,,,
5451,77,954,1/15/2025,1/27/2025,1/30/2025,3406,Closed,,,,,,
5452,43,30,10/29/2025,11/15/2025,11/13/2025,3853,Closed,,,,,,
5453,68,832,9/10/2025,9/22/2025,9/21/2025,2708,Delayed,,,,,,
5454,44,114,3/29/2024,4/9/2024,4/15/2024,4571,Delayed,,,,,,
5455,187,343,7/8/2025,7/12/2025,7/18/2025,552,Delayed,,,,,,
5456,165,559,12/8/2024,12/26/2024,1/1/2025,2135,Open,,,,,,
5457,135,167,6/9/2024,6/26/2024,7/1/2024,134,Delayed,,,,,,
5458,101,506,3/28/2025,4/9/2025,4/12/2025,4238,Delayed,,,,,,
5459,126,803,6/2/2024,6/6/2024,6/9/2024,4939,Delayed,,,,,,
5460,174,463,5/9/2025,5/23/2025,5/25/2025,3322,Delayed,,,,,,
5461,186,571,3/8/2025,3/16/2025,3/20/2025,3233,Closed,,,,,,
5462,102,427,3/26/2025,4/14/2025,4/20/2025,2218,Closed,,,,,,
5463,6,810,4/19/2024,5/2/2024,5/3/2024,4193,Open,,,,,,
5464,147,269,6/13/2024,7/2/2024,7/7/2024,3546,Closed,,,,,,
5465,197,376,11/15/2025,11/19/2025,11/17/2025,1827,Open,,,,,,
5466,46,923,3/24/2024,3/29/2024,3/28/2024,1874,Closed,,,,,,
5467,116,930,2/22/2025,2/25/2025,2/26/2025,473,Closed,,,,,,
5468,59,1000,10/1/2025,10/6/2025,10/7/2025,838,Open,,,,,,
5469,200,809,10/27/2025,11/11/2025,11/17/2025,2788,Closed,,,,,,
5470,18,22,2/25/2024,3/15/2024,3/15/2024,2130,Closed,,,,,,
5471,196,604,5/31/2024,6/11/2024,6/10/2024,1003,Open,,,,,,
5472,166,524,4/9/2024,4/23/2024,4/23/2024,1458,Closed,,,,,,
5473,125,545,9/19/2025,9/22/2025,9/25/2025,2925,Open,,,,,,
5474,190,897,5/18/2025,6/6/2025,6/9/2025,2078,Closed,,,,,,
5475,178,532,2/15/2025,3/5/2025,3/10/2025,1158,Delayed,,,,,,
5476,174,654,10/2/2025,10/7/2025,10/8/2025,846,Open,,,,,,
5477,133,366,8/6/2024,8/9/2024,8/13/2024,2324,Closed,,,,,,
5478,85,861,5/8/2025,5/22/2025,5/28/2025,4573,Open,,,,,,
5479,72,984,11/28/2024,12/1/2024,12/4/2024,2746,Closed,,,,,,
5480,89,527,8/10/2024,8/18/2024,8/20/2024,1170,Closed,,,,,,
5481,35,730,10/7/2024,10/12/2024,10/14/2024,4254,Delayed,,,,,,
5482,42,673,8/4/2025,8/24/2025,8/28/2025,1275,Closed,,,,,,
5483,155,6,2/10/2024,2/28/2024,3/5/2024,1151,Open,,,,,,
5484,100,234,5/9/2025,5/15/2025,5/19/2025,877,Delayed,,,,,,
5485,161,18,3/29/2025,4/10/2025,4/16/2025,1712,Closed,,,,,,
5486,143,598,10/9/2024,10/16/2024,10/19/2024,147,Delayed,,,,,,
5487,145,578,8/10/2024,8/22/2024,8/22/2024,2735,Delayed,,,,,,
5488,183,691,1/25/2025,2/9/2025,2/12/2025,2829,Closed,,,,,,
5489,40,784,8/15/2025,8/25/2025,8/29/2025,4418,Closed,,,,,,
5490,171,547,6/4/2024,6/10/2024,6/13/2024,190,Closed,,,,,,
5491,57,963,7/7/2025,7/22/2025,7/24/2025,3693,Open,,,,,,
5492,118,674,12/25/2024,1/7/2025,1/8/2025,4114,Open,,,,,,
5493,101,3,3/7/2025,3/10/2025,3/12/2025,632,Open,,,,,,
5494,168,217,5/11/2024,5/15/2024,5/14/2024,2035,Open,,,,,,
5495,129,441,2/18/2025,2/27/2025,3/1/2025,428,Open,,,,,,
5496,167,162,8/31/2025,9/9/2025,9/9/2025,4514,Open,,,,,,
5497,198,125,7/23/2025,8/5/2025,8/8/2025,550,Open,,,,,,
5498,164,766,3/10/2025,3/30/2025,3/31/2025,2721,Closed,,,,,,
5499,99,885,5/23/2024,6/12/2024,6/12/2024,1471,Delayed,,,,,,
5500,167,853,10/15/2024,11/2/2024,11/4/2024,3042,Closed,,,,,,
5501,116,641,7/13/2024,7/23/2024,7/27/2024,374,Delayed,,,,,,
5502,109,850,10/4/2025,10/12/2025,10/14/2025,1619,Open,,,,,,
5503,168,854,5/3/2025,5/16/2025,5/19/2025,4291,Open,,,,,,
5504,58,809,7/19/2025,7/30/2025,7/31/2025,4866,Delayed,,,,,,
5505,98,936,6/30/2024,7/15/2024,7/16/2024,3766,Closed,,,,,,
5506,169,170,1/30/2025,2/13/2025,2/16/2025,4940,Delayed,,,,,,
5507,18,862,3/25/2025,4/4/2025,4/8/2025,4420,Delayed,,,,,,
5508,138,757,6/10/2024,6/17/2024,6/17/2024,2305,Open,,,,,,
5509,68,906,10/14/2025,10/26/2025,10/29/2025,1528,Open,,,,,,
5510,139,989,2/3/2025,2/17/2025,2/16/2025,3912,Closed,,,,,,
5511,64,612,8/17/2025,8/30/2025,9/3/2025,1734,Open,,,,,,
5512,142,319,6/24/2024,7/13/2024,7/13/2024,2261,Open,,,,,,
5513,29,373,8/27/2024,9/5/2024,9/8/2024,3001,Closed,,,,,,
5514,57,454,4/22/2024,4/28/2024,4/29/2024,2426,Delayed,,,,,,
5515,122,31,4/20/2025,5/3/2025,5/2/2025,3246,Closed,,,,,,
5516,184,414,4/1/2025,4/16/2025,4/18/2025,1387,Closed,,,,,,
5517,145,382,6/27/2024,7/7/2024,7/13/2024,2970,Delayed,,,,,,
5518,45,892,7/29/2024,8/13/2024,8/19/2024,1089,Closed,,,,,,
5519,54,427,3/25/2025,4/2/2025,4/6/2025,431,Closed,,,,,,
5520,143,776,3/8/2024,3/15/2024,3/13/2024,4277,Open,,,,,,
5521,154,569,11/6/2025,11/24/2025,11/27/2025,2597,Closed,,,,,,
5522,39,513,4/9/2024,4/27/2024,5/3/2024,4358,Delayed,,,,,,
5523,104,659,2/17/2024,3/3/2024,3/1/2024,2730,Delayed,,,,,,
5524,55,395,7/6/2024,7/16/2024,7/20/2024,1954,Delayed,,,,,,
5525,120,520,7/23/2025,8/2/2025,8/4/2025,3165,Open,,,,,,
5526,35,161,7/30/2025,8/15/2025,8/20/2025,4360,Open,,,,,,
5527,68,991,12/28/2025,1/7/2026,1/6/2026,3868,Delayed,,,,,,
5528,173,379,8/23/2024,9/3/2024,9/6/2024,4239,Closed,,,,,,
5529,14,152,5/28/2024,6/15/2024,6/16/2024,3524,Closed,,,,,,
5530,112,803,7/3/2024,7/7/2024,7/6/2024,920,Delayed,,,,,,
5531,65,708,3/2/2025,3/8/2025,3/8/2025,912,Closed,,,,,,
5532,117,14,10/24/2025,10/29/2025,10/29/2025,4003,Open,,,,,,
5533,8,251,7/27/2024,7/31/2024,8/4/2024,4447,Open,,,,,,
5534,135,682,12/25/2024,1/3/2025,1/4/2025,1500,Closed,,,,,,
5535,108,770,5/24/2024,6/1/2024,6/4/2024,2248,Open,,,,,,
5536,15,658,2/18/2024,3/7/2024,3/10/2024,1164,Delayed,,,,,,
5537,125,970,5/15/2024,5/26/2024,5/29/2024,2286,Closed,,,,,,
5538,38,91,8/2/2024,8/7/2024,8/6/2024,2724,Open,,,,,,
5539,64,816,1/14/2025,1/26/2025,1/29/2025,484,Open,,,,,,
5540,87,864,2/16/2025,2/22/2025,2/20/2025,1155,Open,,,,,,
5541,20,337,12/30/2025,1/10/2026,1/13/2026,3616,Open,,,,,,
5542,179,347,11/22/2024,11/27/2024,11/29/2024,2538,Closed,,,,,,
5543,169,716,3/8/2024,3/16/2024,3/18/2024,1054,Closed,,,,,,
5544,98,67,10/30/2024,11/18/2024,11/16/2024,1103,Closed,,,,,,
5545,152,453,1/19/2024,1/27/2024,2/2/2024,3784,Delayed,,,,,,
5546,58,916,8/12/2024,8/27/2024,8/28/2024,2805,Delayed,,,,,,
5547,148,510,6/16/2025,6/28/2025,7/3/2025,2686,Closed,,,,,,
5548,81,305,5/15/2025,5/30/2025,5/29/2025,3493,Delayed,,,,,,
5549,110,820,3/28/2024,4/10/2024,4/14/2024,111,Open,,,,,,
5550,177,320,2/5/2025,2/20/2025,2/19/2025,447,Delayed,,,,,,
5551,12,28,4/19/2024,4/25/2024,4/25/2024,1716,Closed,,,,,,
5552,92,954,12/4/2025,12/23/2025,12/22/2025,3111,Closed,,,,,,
5553,155,959,10/13/2024,10/27/2024,10/29/2024,1562,Open,,,,,,
5554,148,507,5/28/2025,6/16/2025,6/17/2025,2008,Closed,,,,,,
5555,179,876,11/27/2025,12/2/2025,12/5/2025,4337,Delayed,,,,,,
5556,60,55,6/19/2024,7/1/2024,7/4/2024,206,Open,,,,,,
5557,105,340,6/5/2025,6/8/2025,6/8/2025,1889,Open,,,,,,
5558,2,506,10/11/2025,10/18/2025,10/17/2025,2280,Closed,,,,,,
5559,128,732,2/26/2024,3/3/2024,3/5/2024,827,Closed,,,,,,
5560,14,979,9/12/2024,9/25/2024,9/24/2024,106,Closed,,,,,,
5561,30,349,8/3/2024,8/16/2024,8/21/2024,4313,Delayed,,,,,,
5562,34,592,3/11/2025,3/26/2025,3/24/2025,1765,Delayed,,,,,,
5563,35,488,7/21/2025,7/26/2025,8/1/2025,1868,Delayed,,,,,,
5564,135,622,9/21/2024,10/1/2024,10/6/2024,1197,Closed,,,,,,
5565,128,409,1/12/2025,1/31/2025,1/29/2025,941,Open,,,,,,
5566,123,216,8/12/2024,8/30/2024,9/5/2024,2425,Open,,,,,,
5567,3,674,9/22/2025,10/1/2025,9/30/2025,3821,Closed,,,,,,
5568,119,525,2/21/2024,3/11/2024,3/15/2024,3366,Open,,,,,,
5569,16,330,9/5/2024,9/22/2024,9/21/2024,3695,Closed,,,,,,
5570,184,245,3/22/2024,3/29/2024,3/27/2024,4334,Delayed,,,,,,
5571,55,315,6/21/2025,7/8/2025,7/13/2025,265,Delayed,,,,,,
5572,18,495,11/18/2025,11/24/2025,11/25/2025,3352,Closed,,,,,,
5573,83,606,5/21/2025,5/30/2025,5/31/2025,3660,Open,,,,,,
5574,60,133,8/11/2025,8/28/2025,8/31/2025,3900,Open,,,,,,
5575,103,22,10/16/2025,10/19/2025,10/18/2025,441,Closed,,,,,,
5576,45,44,11/1/2024,11/20/2024,11/19/2024,4747,Closed,,,,,,
5577,60,67,7/16/2024,7/23/2024,7/28/2024,3760,Delayed,,,,,,
5578,175,319,3/24/2024,3/30/2024,4/2/2024,4702,Open,,,,,,
5579,198,549,5/18/2025,5/27/2025,5/25/2025,1627,Open,,,,,,
5580,84,55,1/22/2024,2/9/2024,2/7/2024,3797,Open,,,,,,
5581,12,782,5/5/2024,5/25/2024,5/29/2024,650,Open,,,,,,
5582,70,518,7/30/2025,8/7/2025,8/6/2025,4462,Delayed,,,,,,
5583,15,849,9/25/2024,9/30/2024,10/3/2024,803,Closed,,,,,,
5584,191,38,3/24/2025,4/8/2025,4/13/2025,1364,Delayed,,,,,,
5585,162,219,2/26/2025,3/16/2025,3/21/2025,3499,Open,,,,,,
5586,166,900,4/17/2024,4/27/2024,4/29/2024,626,Open,,,,,,
5587,127,105,9/6/2025,9/11/2025,9/9/2025,2282,Open,,,,,,
5588,144,89,12/9/2025,12/18/2025,12/20/2025,197,Open,,,,,,
5589,198,52,7/3/2024,7/16/2024,7/20/2024,946,Closed,,,,,,
5590,140,497,10/30/2025,11/16/2025,11/14/2025,2823,Open,,,,,,
5591,178,744,12/26/2024,1/13/2025,1/15/2025,1465,Delayed,,,,,,
5592,105,926,2/7/2024,2/17/2024,2/17/2024,2054,Closed,,,,,,
5593,14,87,5/14/2025,5/25/2025,5/30/2025,1839,Open,,,,,,
5594,100,38,5/12/2025,5/19/2025,5/17/2025,3818,Closed,,,,,,
5595,155,295,5/5/2024,5/19/2024,5/24/2024,1387,Closed,,,,,,
5596,164,881,6/22/2025,6/28/2025,6/26/2025,1062,Delayed,,,,,,
5597,148,891,2/4/2025,2/12/2025,2/11/2025,3734,Delayed,,,,,,
5598,154,244,10/1/2025,10/16/2025,10/22/2025,1504,Delayed,,,,,,
5599,83,167,2/28/2025,3/4/2025,3/7/2025,3442,Delayed,,,,,,
5600,195,433,8/1/2024,8/16/2024,8/19/2024,2866,Delayed,,,,,,
5601,2,505,11/22/2024,12/2/2024,12/7/2024,4667,Closed,,,,,,
